"umlsid"	"parent_1"	"parent_2"	"parent_3"
"C0022656"	"http://bio2rdf.org/meddra:10038543"	"http://bio2rdf.org/meddra:10038430"	"http://bio2rdf.org/meddra:10038359"
"C0035085"	"http://bio2rdf.org/meddra:10038543"	"http://bio2rdf.org/meddra:10038430"	"http://bio2rdf.org/meddra:10038359"
"C0848084"	"http://bio2rdf.org/meddra:10038543"	"http://bio2rdf.org/meddra:10038430"	"http://bio2rdf.org/meddra:10038359"
"C0022667"	"http://bio2rdf.org/meddra:10038543"	"http://bio2rdf.org/meddra:10038430"	"http://bio2rdf.org/meddra:10038359"
"C1720775"	"http://bio2rdf.org/meddra:10038543"	"http://bio2rdf.org/meddra:10038430"	"http://bio2rdf.org/meddra:10038359"
"C0152002"	"http://bio2rdf.org/meddra:10038543"	"http://bio2rdf.org/meddra:10038430"	"http://bio2rdf.org/meddra:10038359"
"C0268793"	"http://bio2rdf.org/meddra:10038543"	"http://bio2rdf.org/meddra:10038430"	"http://bio2rdf.org/meddra:10038359"
"C0238457"	"http://bio2rdf.org/meddra:10038543"	"http://bio2rdf.org/meddra:10038430"	"http://bio2rdf.org/meddra:10038359"
"C0268790"	"http://bio2rdf.org/meddra:10038543"	"http://bio2rdf.org/meddra:10038430"	"http://bio2rdf.org/meddra:10038359"
"C0855504"	"http://bio2rdf.org/meddra:10016462"	"http://bio2rdf.org/meddra:10038592"	"http://bio2rdf.org/meddra:10022891"
"C0855505"	"http://bio2rdf.org/meddra:10016462"	"http://bio2rdf.org/meddra:10038592"	"http://bio2rdf.org/meddra:10022891"
"C0855506"	"http://bio2rdf.org/meddra:10016462"	"http://bio2rdf.org/meddra:10038592"	"http://bio2rdf.org/meddra:10022891"
"C0035357"	"http://bio2rdf.org/meddra:10046402"	"http://bio2rdf.org/meddra:10046400"	"http://bio2rdf.org/meddra:10038359"
"C0033687"	"http://bio2rdf.org/meddra:10000196"	"http://bio2rdf.org/meddra:10046590"	"http://bio2rdf.org/meddra:10038359"
"C0034359"	"http://bio2rdf.org/meddra:10000196"	"http://bio2rdf.org/meddra:10046590"	"http://bio2rdf.org/meddra:10038359"
"C0232857"	"http://bio2rdf.org/meddra:10004995"	"http://bio2rdf.org/meddra:10046590"	"http://bio2rdf.org/meddra:10038359"
"C0242453"	"http://bio2rdf.org/meddra:10046591"	"http://bio2rdf.org/meddra:10046590"	"http://bio2rdf.org/meddra:10038359"
"C0152169"	"http://bio2rdf.org/meddra:10046591"	"http://bio2rdf.org/meddra:10046590"	"http://bio2rdf.org/meddra:10038359"
"C0558489"	"http://bio2rdf.org/meddra:10046591"	"http://bio2rdf.org/meddra:10046590"	"http://bio2rdf.org/meddra:10038359"
"C0231832"	"http://bio2rdf.org/meddra:10034989"	"http://bio2rdf.org/meddra:10057164"	"http://bio2rdf.org/meddra:10022891"
"C0231837"	"http://bio2rdf.org/meddra:10034989"	"http://bio2rdf.org/meddra:10057164"	"http://bio2rdf.org/meddra:10022891"
"C0231835"	"http://bio2rdf.org/meddra:10034989"	"http://bio2rdf.org/meddra:10057164"	"http://bio2rdf.org/meddra:10022891"
"C0860564"	"http://bio2rdf.org/meddra:10035777"	"http://bio2rdf.org/meddra:10064290"	"http://bio2rdf.org/meddra:10022117"
"C0085650"	"http://bio2rdf.org/meddra:10053567"	"http://bio2rdf.org/meddra:10064477"	"http://bio2rdf.org/meddra:10005329"
"C0034150"	"http://bio2rdf.org/meddra:10037550"	"http://bio2rdf.org/meddra:10064477"	"http://bio2rdf.org/meddra:10005329"
"C0221028"	"http://bio2rdf.org/meddra:10037550"	"http://bio2rdf.org/meddra:10064477"	"http://bio2rdf.org/meddra:10005329"
"C0149766"	"http://bio2rdf.org/meddra:10037550"	"http://bio2rdf.org/meddra:10064477"	"http://bio2rdf.org/meddra:10005329"
"C0520603"	"http://bio2rdf.org/meddra:10068761"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0034960"	"http://bio2rdf.org/meddra:10068202"	"http://bio2rdf.org/meddra:10012303"	"http://bio2rdf.org/meddra:10029205"
"C0085653"	"http://bio2rdf.org/meddra:10030968"	"http://bio2rdf.org/meddra:10017934"	"http://bio2rdf.org/meddra:10017947"
"C0032961"	"http://bio2rdf.org/meddra:10029772"	"http://bio2rdf.org/meddra:10010273"	"http://bio2rdf.org/meddra:10036585"
"C0851489"	"http://bio2rdf.org/meddra:10036585"		
"C0851363"	"http://www.w3.org/2002/07/owl#Thing"		
"C0851535"	"http://bio2rdf.org/meddra:10038604"		
"C0949004"	"http://bio2rdf.org/meddra:10027433"		
"C0033740"	"http://bio2rdf.org/meddra:10021881"		
"C0851575"	"http://bio2rdf.org/meddra:10037175"		
"C0004936"	"http://www.w3.org/2002/07/owl#Thing"		
"C0851576"	"http://bio2rdf.org/meddra:10037175"		
"C0854416"	"http://bio2rdf.org/meddra:10038738"		
"C0034139"	"http://bio2rdf.org/meddra:10027433"		
"C0042075"	"http://www.w3.org/2002/07/owl#Thing"		
"C0851568"	"http://bio2rdf.org/meddra:10010331"		
"C0851554"	"http://bio2rdf.org/meddra:10022891"		
"C0851504"	"http://bio2rdf.org/meddra:10029104"		
"C0851486"	"http://bio2rdf.org/meddra:10029104"		
"C0947744"	"http://bio2rdf.org/meddra:10042613"		
"C0876966"	"http://bio2rdf.org/meddra:10029104"		
"C0947786"	"http://bio2rdf.org/meddra:10029104"		
"C0947767"	"http://bio2rdf.org/meddra:10029104"		
"C0947770"	"http://bio2rdf.org/meddra:10029104"		
"C0947771"	"http://bio2rdf.org/meddra:10029104"		
"C0851366"	"http://www.w3.org/2002/07/owl#Thing"		
"C0851490"	"http://bio2rdf.org/meddra:10010331"		
"C0851534"	"http://bio2rdf.org/meddra:10038604"		
"C0949001"	"http://bio2rdf.org/meddra:10029104"		
"C0851531"	"http://bio2rdf.org/meddra:10029104"		
"C0702198"	"http://bio2rdf.org/meddra:10010331"		
"C0947780"	"http://bio2rdf.org/meddra:10038738"		
"C0851387"	"http://bio2rdf.org/meddra:10042613"		
"C0851355"	"http://www.w3.org/2002/07/owl#Thing"		
"C0035585"	"http://bio2rdf.org/meddra:10021881"		
"C0392508"	"http://bio2rdf.org/meddra:10027651"	"http://bio2rdf.org/meddra:10000073"	"http://bio2rdf.org/meddra:10017947"
"C0271789"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0854492"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0271728"	"http://bio2rdf.org/meddra:10001341"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0235453"	"http://bio2rdf.org/meddra:10001343"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0853806"	"http://bio2rdf.org/meddra:10001737"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0036830"	"http://bio2rdf.org/meddra:10027654"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0221742"	"http://bio2rdf.org/meddra:10027654"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0221743"	"http://bio2rdf.org/meddra:10027654"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0038325"	"http://bio2rdf.org/meddra:10027654"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0263610"	"http://bio2rdf.org/meddra:10046736"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0858516"	"http://bio2rdf.org/meddra:10002042"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"
"C0002896"	"http://bio2rdf.org/meddra:10002067"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"
"C0421165"	"http://bio2rdf.org/meddra:10021910"	"http://bio2rdf.org/meddra:10002252"	"http://bio2rdf.org/meddra:10021881"
"C0015231"	"http://bio2rdf.org/meddra:10021982"	"http://bio2rdf.org/meddra:10002252"	"http://bio2rdf.org/meddra:10021881"
"C0221014"	"http://bio2rdf.org/meddra:10021982"	"http://bio2rdf.org/meddra:10002252"	"http://bio2rdf.org/meddra:10021881"
"C0038325"	"http://bio2rdf.org/meddra:10021982"	"http://bio2rdf.org/meddra:10002252"	"http://bio2rdf.org/meddra:10021881"
"C0038522"	"http://bio2rdf.org/meddra:10021982"	"http://bio2rdf.org/meddra:10002252"	"http://bio2rdf.org/meddra:10021881"
"C0152113"	"http://bio2rdf.org/meddra:10021982"	"http://bio2rdf.org/meddra:10002252"	"http://bio2rdf.org/meddra:10021881"
"C0854462"	"http://bio2rdf.org/meddra:10027684"	"http://bio2rdf.org/meddra:10002252"	"http://bio2rdf.org/meddra:10021881"
"C0242084"	"http://bio2rdf.org/meddra:10008194"	"http://bio2rdf.org/meddra:10002363"	"http://bio2rdf.org/meddra:10047065"
"C0155747"	"http://bio2rdf.org/meddra:10002365"	"http://bio2rdf.org/meddra:10002363"	"http://bio2rdf.org/meddra:10047065"
"C0263610"	"http://bio2rdf.org/meddra:10046736"	"http://bio2rdf.org/meddra:10002426"	"http://bio2rdf.org/meddra:10040785"
"C0520729"	"http://bio2rdf.org/meddra:10010735"	"http://bio2rdf.org/meddra:10002693"	"http://bio2rdf.org/meddra:10015919"
"C0152454"	"http://bio2rdf.org/meddra:10010735"	"http://bio2rdf.org/meddra:10002693"	"http://bio2rdf.org/meddra:10015919"
"C0271283"	"http://bio2rdf.org/meddra:10011049"	"http://bio2rdf.org/meddra:10002693"	"http://bio2rdf.org/meddra:10015919"
"C0038435"	"http://bio2rdf.org/meddra:10002869"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0233494"	"http://bio2rdf.org/meddra:10002869"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0424166"	"http://bio2rdf.org/meddra:10068299"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0031572"	"http://bio2rdf.org/meddra:10068299"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0038187"	"http://bio2rdf.org/meddra:10018067"	"http://bio2rdf.org/meddra:10003018"	"http://bio2rdf.org/meddra:10027433"
"C0038005"	"http://bio2rdf.org/meddra:10003167"	"http://bio2rdf.org/meddra:10003184"	"http://bio2rdf.org/meddra:10042613"
"C0036435"	"http://bio2rdf.org/meddra:10047231"	"http://bio2rdf.org/meddra:10003184"	"http://bio2rdf.org/meddra:10042613"
"C0393711"	"http://bio2rdf.org/meddra:10008192"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0410647"	"http://bio2rdf.org/meddra:10008192"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0235327"	"http://bio2rdf.org/meddra:10017984"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0037299"	"http://bio2rdf.org/meddra:10034640"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0392373"	"http://bio2rdf.org/meddra:10038605"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0392041"	"http://bio2rdf.org/meddra:10038605"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0037998"	"http://bio2rdf.org/meddra:10019632"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0038833"	"http://bio2rdf.org/meddra:10052781"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0853708"	"http://bio2rdf.org/meddra:10025136"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0024141"	"http://bio2rdf.org/meddra:10025136"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0521471"	"http://bio2rdf.org/meddra:10025136"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0086981"	"http://bio2rdf.org/meddra:10027657"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C1527336"	"http://bio2rdf.org/meddra:10027657"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0029077"	"http://bio2rdf.org/meddra:10027657"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0011644"	"http://bio2rdf.org/meddra:10039711"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0036421"	"http://bio2rdf.org/meddra:10039711"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0854255"	"http://bio2rdf.org/meddra:10039711"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0392373"	"http://bio2rdf.org/meddra:10004047"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0235327"	"http://bio2rdf.org/meddra:10004047"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0275798"	"http://bio2rdf.org/meddra:10004047"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0860048"	"http://bio2rdf.org/meddra:10018948"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0341811"	"http://bio2rdf.org/meddra:10028909"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0578661"	"http://bio2rdf.org/meddra:10028909"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0854093"	"http://bio2rdf.org/meddra:10028909"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0036117"	"http://bio2rdf.org/meddra:10039438"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0854092"	"http://bio2rdf.org/meddra:10041925"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0853856"	"http://bio2rdf.org/meddra:10041925"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0853937"	"http://bio2rdf.org/meddra:10041925"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0038165"	"http://bio2rdf.org/meddra:10041925"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0854511"	"http://bio2rdf.org/meddra:10041925"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0036285"	"http://bio2rdf.org/meddra:10042180"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0853858"	"http://bio2rdf.org/meddra:10042180"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0406097"	"http://bio2rdf.org/meddra:10042180"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0854334"	"http://bio2rdf.org/meddra:10044587"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0017418"	"http://bio2rdf.org/meddra:10044587"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0854336"	"http://bio2rdf.org/meddra:10044587"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0340334"	"http://bio2rdf.org/meddra:10044587"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0854144"	"http://bio2rdf.org/meddra:10052445"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0152063"	"http://bio2rdf.org/meddra:10052445"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0349632"	"http://bio2rdf.org/meddra:10025320"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0852467"	"http://bio2rdf.org/meddra:10025321"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0852326"	"http://bio2rdf.org/meddra:10018902"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0037997"	"http://bio2rdf.org/meddra:10041641"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0002895"	"http://bio2rdf.org/meddra:10018903"	"http://bio2rdf.org/meddra:10005330"	"http://bio2rdf.org/meddra:10010331"
"C0238425"	"http://bio2rdf.org/meddra:10018903"	"http://bio2rdf.org/meddra:10005330"	"http://bio2rdf.org/meddra:10010331"
"C0037054"	"http://bio2rdf.org/meddra:10018903"	"http://bio2rdf.org/meddra:10005330"	"http://bio2rdf.org/meddra:10010331"
"C0016664"	"http://bio2rdf.org/meddra:10027677"	"http://bio2rdf.org/meddra:10005942"	"http://bio2rdf.org/meddra:10022117"
"C0263912"	"http://bio2rdf.org/meddra:10027686"	"http://bio2rdf.org/meddra:10005942"	"http://bio2rdf.org/meddra:10022117"
"C0158337"	"http://bio2rdf.org/meddra:10027686"	"http://bio2rdf.org/meddra:10005942"	"http://bio2rdf.org/meddra:10022117"
"C0748830"	"http://bio2rdf.org/meddra:10040961"	"http://bio2rdf.org/meddra:10005942"	"http://bio2rdf.org/meddra:10022117"
"C0262431"	"http://bio2rdf.org/meddra:10041574"	"http://bio2rdf.org/meddra:10005942"	"http://bio2rdf.org/meddra:10022117"
"C0080179"	"http://bio2rdf.org/meddra:10041574"	"http://bio2rdf.org/meddra:10005942"	"http://bio2rdf.org/meddra:10022117"
"C0238436"	"http://bio2rdf.org/meddra:10043467"	"http://bio2rdf.org/meddra:10005942"	"http://bio2rdf.org/meddra:10022117"
"C0159667"	"http://bio2rdf.org/meddra:10046293"	"http://bio2rdf.org/meddra:10005942"	"http://bio2rdf.org/meddra:10022117"
"C0185304"	"http://bio2rdf.org/meddra:10023221"	"http://bio2rdf.org/meddra:10005944"	"http://bio2rdf.org/meddra:10042613"
"C0521214"	"http://bio2rdf.org/meddra:10044556"	"http://bio2rdf.org/meddra:10005944"	"http://bio2rdf.org/meddra:10042613"
"C0029459"	"http://bio2rdf.org/meddra:10027425"	"http://bio2rdf.org/meddra:10005959"	"http://bio2rdf.org/meddra:10028395"
"C0262431"	"http://bio2rdf.org/meddra:10027658"	"http://bio2rdf.org/meddra:10005959"	"http://bio2rdf.org/meddra:10028395"
"C0269993"	"http://bio2rdf.org/meddra:10013316"	"http://bio2rdf.org/meddra:10006232"	"http://bio2rdf.org/meddra:10038604"
"C0024886"	"http://bio2rdf.org/meddra:10026879"	"http://bio2rdf.org/meddra:10006295"	"http://bio2rdf.org/meddra:10042613"
"C0038218"	"http://bio2rdf.org/meddra:10006484"	"http://bio2rdf.org/meddra:10006436"	"http://bio2rdf.org/meddra:10038738"
"C0375522"	"http://bio2rdf.org/meddra:10047047"	"http://bio2rdf.org/meddra:10007510"	"http://bio2rdf.org/meddra:10010331"
"C0038505"	"http://bio2rdf.org/meddra:10047047"	"http://bio2rdf.org/meddra:10007510"	"http://bio2rdf.org/meddra:10010331"
"C0037188"	"http://bio2rdf.org/meddra:10000032"	"http://bio2rdf.org/meddra:10007521"	"http://bio2rdf.org/meddra:10007541"
"C0039231"	"http://bio2rdf.org/meddra:10037908"	"http://bio2rdf.org/meddra:10007521"	"http://bio2rdf.org/meddra:10007541"
"C0410918"	"http://bio2rdf.org/meddra:10037908"	"http://bio2rdf.org/meddra:10007521"	"http://bio2rdf.org/meddra:10007541"
"C0039236"	"http://bio2rdf.org/meddra:10037908"	"http://bio2rdf.org/meddra:10007521"	"http://bio2rdf.org/meddra:10007541"
"C0011071"	"http://bio2rdf.org/meddra:10047283"	"http://bio2rdf.org/meddra:10007521"	"http://bio2rdf.org/meddra:10007541"
"C0033036"	"http://bio2rdf.org/meddra:10042600"	"http://bio2rdf.org/meddra:10007521"	"http://bio2rdf.org/meddra:10007541"
"C0039240"	"http://bio2rdf.org/meddra:10042600"	"http://bio2rdf.org/meddra:10007521"	"http://bio2rdf.org/meddra:10007541"
"C0855255"	"http://bio2rdf.org/meddra:10007543"	"http://bio2rdf.org/meddra:10007539"	"http://bio2rdf.org/meddra:10007541"
"C0039070"	"http://bio2rdf.org/meddra:10007609"	"http://bio2rdf.org/meddra:10007539"	"http://bio2rdf.org/meddra:10007541"
"C0038539"	"http://bio2rdf.org/meddra:10000319"	"http://bio2rdf.org/meddra:10007951"	"http://bio2rdf.org/meddra:10029205"
"C0038522"	"http://bio2rdf.org/meddra:10014599"	"http://bio2rdf.org/meddra:10007951"	"http://bio2rdf.org/meddra:10029205"
"C0014060"	"http://bio2rdf.org/meddra:10057174"	"http://bio2rdf.org/meddra:10007951"	"http://bio2rdf.org/meddra:10029205"
"C0242084"	"http://bio2rdf.org/meddra:10007948"	"http://bio2rdf.org/meddra:10007963"	"http://bio2rdf.org/meddra:10029205"
"C0038525"	"http://bio2rdf.org/meddra:10007948"	"http://bio2rdf.org/meddra:10007963"	"http://bio2rdf.org/meddra:10029205"
"C0854172"	"http://bio2rdf.org/meddra:10007948"	"http://bio2rdf.org/meddra:10007963"	"http://bio2rdf.org/meddra:10029205"
"C0854700"	"http://bio2rdf.org/meddra:10007948"	"http://bio2rdf.org/meddra:10007963"	"http://bio2rdf.org/meddra:10029205"
"C0375522"	"http://bio2rdf.org/meddra:10007962"	"http://bio2rdf.org/meddra:10007963"	"http://bio2rdf.org/meddra:10029205"
"C1956391"	"http://bio2rdf.org/meddra:10007962"	"http://bio2rdf.org/meddra:10007963"	"http://bio2rdf.org/meddra:10029205"
"C0338575"	"http://bio2rdf.org/meddra:10008209"	"http://bio2rdf.org/meddra:10007963"	"http://bio2rdf.org/meddra:10029205"
"C0038531"	"http://bio2rdf.org/meddra:10044376"	"http://bio2rdf.org/meddra:10007963"	"http://bio2rdf.org/meddra:10029205"
"C0018946"	"http://bio2rdf.org/meddra:10044518"	"http://bio2rdf.org/meddra:10007963"	"http://bio2rdf.org/meddra:10029205"
"C0038273"	"http://bio2rdf.org/meddra:10042007"	"http://bio2rdf.org/meddra:10008401"	"http://bio2rdf.org/meddra:10037175"
"C0039038"	"http://bio2rdf.org/meddra:10003838"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0852755"	"http://bio2rdf.org/meddra:10003838"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0196865"	"http://bio2rdf.org/meddra:10003838"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0196577"	"http://bio2rdf.org/meddra:10034588"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0521278"	"http://bio2rdf.org/meddra:10040957"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0854477"	"http://bio2rdf.org/meddra:10041590"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0196306"	"http://bio2rdf.org/meddra:10041590"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0408670"	"http://bio2rdf.org/meddra:10041590"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0408588"	"http://bio2rdf.org/meddra:10041590"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0022983"	"http://bio2rdf.org/meddra:10041590"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0086586"	"http://bio2rdf.org/meddra:10041590"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0035934"	"http://bio2rdf.org/meddra:10027379"	"http://bio2rdf.org/meddra:10009841"	"http://bio2rdf.org/meddra:10037175"
"C0036857"	"http://bio2rdf.org/meddra:10027379"	"http://bio2rdf.org/meddra:10009841"	"http://bio2rdf.org/meddra:10037175"
"C0236818"	"http://bio2rdf.org/meddra:10010119"	"http://bio2rdf.org/meddra:10010118"	"http://bio2rdf.org/meddra:10037175"
"C0270330"	"http://bio2rdf.org/meddra:10010119"	"http://bio2rdf.org/meddra:10010118"	"http://bio2rdf.org/meddra:10037175"
"C0037822"	"http://bio2rdf.org/meddra:10041461"	"http://bio2rdf.org/meddra:10010118"	"http://bio2rdf.org/meddra:10037175"
"C0521008"	"http://bio2rdf.org/meddra:10041462"	"http://bio2rdf.org/meddra:10010118"	"http://bio2rdf.org/meddra:10037175"
"C0036868"	"http://bio2rdf.org/meddra:10008804"	"http://bio2rdf.org/meddra:10010331"	"http://www.w3.org/2002/07/owl#Thing"
"C0852055"	"http://bio2rdf.org/meddra:10018018"	"http://bio2rdf.org/meddra:10010331"	"http://www.w3.org/2002/07/owl#Thing"
"C0947799"	"http://bio2rdf.org/meddra:10040789"	"http://bio2rdf.org/meddra:10010331"	"http://www.w3.org/2002/07/owl#Thing"
"C0080178"	"http://bio2rdf.org/meddra:10010332"	"http://bio2rdf.org/meddra:10010335"	"http://bio2rdf.org/meddra:10029205"
"C0080174"	"http://bio2rdf.org/meddra:10010332"	"http://bio2rdf.org/meddra:10010335"	"http://bio2rdf.org/meddra:10029205"
"C0038505"	"http://bio2rdf.org/meddra:10010332"	"http://bio2rdf.org/meddra:10010335"	"http://bio2rdf.org/meddra:10029205"
"C0039373"	"http://bio2rdf.org/meddra:10010333"	"http://bio2rdf.org/meddra:10010335"	"http://bio2rdf.org/meddra:10029205"
"C0035934"	"http://bio2rdf.org/meddra:10010402"	"http://bio2rdf.org/meddra:10010394"	"http://bio2rdf.org/meddra:10007541"
"C0266542"	"http://bio2rdf.org/meddra:10010366"	"http://bio2rdf.org/meddra:10010463"	"http://bio2rdf.org/meddra:10015919"
"C0011644"	"http://bio2rdf.org/meddra:10010762"	"http://bio2rdf.org/meddra:10010761"	"http://bio2rdf.org/meddra:10028395"
"C1527336"	"http://bio2rdf.org/meddra:10010762"	"http://bio2rdf.org/meddra:10010761"	"http://bio2rdf.org/meddra:10028395"
"C0036421"	"http://bio2rdf.org/meddra:10010762"	"http://bio2rdf.org/meddra:10010761"	"http://bio2rdf.org/meddra:10028395"
"C0854255"	"http://bio2rdf.org/meddra:10010762"	"http://bio2rdf.org/meddra:10010761"	"http://bio2rdf.org/meddra:10028395"
"C0024141"	"http://bio2rdf.org/meddra:10025135"	"http://bio2rdf.org/meddra:10010761"	"http://bio2rdf.org/meddra:10028395"
"C0521471"	"http://bio2rdf.org/meddra:10025135"	"http://bio2rdf.org/meddra:10010761"	"http://bio2rdf.org/meddra:10028395"
"C0151514"	"http://bio2rdf.org/meddra:10040870"	"http://bio2rdf.org/meddra:10011063"	"http://bio2rdf.org/meddra:10040785"
"C0235937"	"http://bio2rdf.org/meddra:10040870"	"http://bio2rdf.org/meddra:10011063"	"http://bio2rdf.org/meddra:10040785"
"C0152459"	"http://bio2rdf.org/meddra:10040870"	"http://bio2rdf.org/meddra:10011063"	"http://bio2rdf.org/meddra:10040785"
"C0853032"	"http://bio2rdf.org/meddra:10052567"	"http://bio2rdf.org/meddra:10011063"	"http://bio2rdf.org/meddra:10040785"
"C0036983"	"http://bio2rdf.org/meddra:10009193"	"http://bio2rdf.org/meddra:10011954"	"http://bio2rdf.org/meddra:10047065"
