"umlsid"	"parent_1"	"parent_2"	"parent_3"
"C0009680"	"http://bio2rdf.org/meddra:10052777"	"http://bio2rdf.org/meddra:10000073"	"http://bio2rdf.org/meddra:10017947"
"C1260871"	"http://bio2rdf.org/meddra:10027416"	"http://bio2rdf.org/meddra:10000485"	"http://bio2rdf.org/meddra:10027433"
"C0085569"	"http://bio2rdf.org/meddra:10027416"	"http://bio2rdf.org/meddra:10000485"	"http://bio2rdf.org/meddra:10027433"
"C0002063"	"http://bio2rdf.org/meddra:10027422"	"http://bio2rdf.org/meddra:10000485"	"http://bio2rdf.org/meddra:10027433"
"C0151476"	"http://bio2rdf.org/meddra:10027422"	"http://bio2rdf.org/meddra:10000485"	"http://bio2rdf.org/meddra:10027433"
"C0085570"	"http://bio2rdf.org/meddra:10027422"	"http://bio2rdf.org/meddra:10000485"	"http://bio2rdf.org/meddra:10027433"
"C0001122"	"http://bio2rdf.org/meddra:10027739"	"http://bio2rdf.org/meddra:10000485"	"http://bio2rdf.org/meddra:10027433"
"C0001206"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0001403"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0342490"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0151793"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0001623"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0854708"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0154206"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0271738"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0151467"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0854355"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0342446"	"http://bio2rdf.org/meddra:10027428"	"http://bio2rdf.org/meddra:10000546"	"http://bio2rdf.org/meddra:10027433"
"C0154587"	"http://bio2rdf.org/meddra:10001301"	"http://bio2rdf.org/meddra:10001302"	"http://bio2rdf.org/meddra:10037175"
"C0851536"	"http://bio2rdf.org/meddra:10057196"	"http://bio2rdf.org/meddra:10001316"	"http://bio2rdf.org/meddra:10018065"
"C0851536"	"http://bio2rdf.org/meddra:10057196"	"http://bio2rdf.org/meddra:10001316"	"http://bio2rdf.org/meddra:10022117"
"C0342446"	"http://bio2rdf.org/meddra:10001341"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0001403"	"http://bio2rdf.org/meddra:10001343"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0342490"	"http://bio2rdf.org/meddra:10001343"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0001623"	"http://bio2rdf.org/meddra:10001343"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0854708"	"http://bio2rdf.org/meddra:10001343"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0271738"	"http://bio2rdf.org/meddra:10001343"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0151467"	"http://bio2rdf.org/meddra:10001343"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0854355"	"http://bio2rdf.org/meddra:10001343"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0151793"	"http://bio2rdf.org/meddra:10001354"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0347637"	"http://bio2rdf.org/meddra:10001354"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0152889"	"http://bio2rdf.org/meddra:10001354"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0151693"	"http://bio2rdf.org/meddra:10001354"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0154206"	"http://bio2rdf.org/meddra:10001370"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"
"C0002994"	"http://bio2rdf.org/meddra:10002425"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0151788"	"http://bio2rdf.org/meddra:10027654"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0700360"	"http://bio2rdf.org/meddra:10027654"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0854051"	"http://bio2rdf.org/meddra:10027654"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0853113"	"http://bio2rdf.org/meddra:10027654"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0002390"	"http://bio2rdf.org/meddra:10027654"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0002792"	"http://bio2rdf.org/meddra:10002220"	"http://bio2rdf.org/meddra:10001708"	"http://bio2rdf.org/meddra:10021428"
"C0151482"	"http://bio2rdf.org/meddra:10002042"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"
"C2004521"	"http://bio2rdf.org/meddra:10002042"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"
"C0272013"	"http://bio2rdf.org/meddra:10002042"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"
"C0002871"	"http://bio2rdf.org/meddra:10002067"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"
"C0002886"	"http://bio2rdf.org/meddra:10002067"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"
"C0002888"	"http://bio2rdf.org/meddra:10002067"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"
"C0002891"	"http://bio2rdf.org/meddra:10002067"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"
"C1533150"	"http://bio2rdf.org/meddra:10002113"	"http://bio2rdf.org/meddra:10002112"	"http://bio2rdf.org/meddra:10017947"
"C0016167"	"http://bio2rdf.org/meddra:10002113"	"http://bio2rdf.org/meddra:10002112"	"http://bio2rdf.org/meddra:10017947"
"C0341325"	"http://bio2rdf.org/meddra:10002113"	"http://bio2rdf.org/meddra:10002112"	"http://bio2rdf.org/meddra:10017947"
"C0345903"	"http://bio2rdf.org/meddra:10002113"	"http://bio2rdf.org/meddra:10002112"	"http://bio2rdf.org/meddra:10017947"
"C0687707"	"http://bio2rdf.org/meddra:10002113"	"http://bio2rdf.org/meddra:10002112"	"http://bio2rdf.org/meddra:10017947"
"C0152167"	"http://bio2rdf.org/meddra:10002118"	"http://bio2rdf.org/meddra:10002112"	"http://bio2rdf.org/meddra:10017947"
"C0854455"	"http://bio2rdf.org/meddra:10027684"	"http://bio2rdf.org/meddra:10002252"	"http://bio2rdf.org/meddra:10021881"
"C0002940"	"http://bio2rdf.org/meddra:10002364"	"http://bio2rdf.org/meddra:10002363"	"http://bio2rdf.org/meddra:10047065"
"C1956223"	"http://bio2rdf.org/meddra:10002364"	"http://bio2rdf.org/meddra:10002363"	"http://bio2rdf.org/meddra:10047065"
"C0003486"	"http://bio2rdf.org/meddra:10002889"	"http://bio2rdf.org/meddra:10002363"	"http://bio2rdf.org/meddra:10047065"
"C0741160"	"http://bio2rdf.org/meddra:10002889"	"http://bio2rdf.org/meddra:10002363"	"http://bio2rdf.org/meddra:10047065"
"C0275844"	"http://bio2rdf.org/meddra:10002889"	"http://bio2rdf.org/meddra:10002363"	"http://bio2rdf.org/meddra:10047065"
"C0340643"	"http://bio2rdf.org/meddra:10002889"	"http://bio2rdf.org/meddra:10002363"	"http://bio2rdf.org/meddra:10047065"
"C0002994"	"http://bio2rdf.org/meddra:10002425"	"http://bio2rdf.org/meddra:10002426"	"http://bio2rdf.org/meddra:10040785"
"C0854285"	"http://bio2rdf.org/meddra:10002685"	"http://bio2rdf.org/meddra:10002693"	"http://bio2rdf.org/meddra:10015919"
"C0854435"	"http://bio2rdf.org/meddra:10002685"	"http://bio2rdf.org/meddra:10002693"	"http://bio2rdf.org/meddra:10015919"
"C0085631"	"http://bio2rdf.org/meddra:10002869"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0235844"	"http://bio2rdf.org/meddra:10002869"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0392156"	"http://bio2rdf.org/meddra:10002869"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0231397"	"http://bio2rdf.org/meddra:10002869"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0003467"	"http://bio2rdf.org/meddra:10002869"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0233701"	"http://bio2rdf.org/meddra:10068299"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0001818"	"http://bio2rdf.org/meddra:10068299"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0233711"	"http://bio2rdf.org/meddra:10068299"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0236816"	"http://bio2rdf.org/meddra:10042211"	"http://bio2rdf.org/meddra:10002861"	"http://bio2rdf.org/meddra:10037175"
"C0936227"	"http://bio2rdf.org/meddra:10018067"	"http://bio2rdf.org/meddra:10003018"	"http://bio2rdf.org/meddra:10027433"
"C0332544"	"http://bio2rdf.org/meddra:10018067"	"http://bio2rdf.org/meddra:10003018"	"http://bio2rdf.org/meddra:10027433"
"C0520727"	"http://bio2rdf.org/meddra:10001608"	"http://bio2rdf.org/meddra:10003018"	"http://bio2rdf.org/meddra:10027433"
"C0497397"	"http://bio2rdf.org/meddra:10002650"	"http://bio2rdf.org/meddra:10003018"	"http://bio2rdf.org/meddra:10027433"
"C0003125"	"http://bio2rdf.org/meddra:10002650"	"http://bio2rdf.org/meddra:10003018"	"http://bio2rdf.org/meddra:10027433"
"C0162577"	"http://bio2rdf.org/meddra:10047094"	"http://bio2rdf.org/meddra:10003184"	"http://bio2rdf.org/meddra:10042613"
"C0542104"	"http://bio2rdf.org/meddra:10002901"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0003507"	"http://bio2rdf.org/meddra:10002901"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0149793"	"http://bio2rdf.org/meddra:10008192"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0221069"	"http://bio2rdf.org/meddra:10008192"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0155626"	"http://bio2rdf.org/meddra:10065875"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0002962"	"http://bio2rdf.org/meddra:10065875"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0002965"	"http://bio2rdf.org/meddra:10065875"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0151793"	"http://bio2rdf.org/meddra:10052781"	"http://bio2rdf.org/meddra:10003216"	"http://bio2rdf.org/meddra:10047065"
"C0002880"	"http://bio2rdf.org/meddra:10003817"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0085278"	"http://bio2rdf.org/meddra:10003817"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0014059"	"http://bio2rdf.org/meddra:10027657"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0038013"	"http://bio2rdf.org/meddra:10027657"	"http://bio2rdf.org/meddra:10003816"	"http://bio2rdf.org/meddra:10021428"
"C0001263"	"http://bio2rdf.org/meddra:10000627"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0275566"	"http://bio2rdf.org/meddra:10000627"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0275567"	"http://bio2rdf.org/meddra:10000627"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0549483"	"http://bio2rdf.org/meddra:10004047"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0854347"	"http://bio2rdf.org/meddra:10004047"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0520567"	"http://bio2rdf.org/meddra:10004047"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0263421"	"http://bio2rdf.org/meddra:10006038"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0854335"	"http://bio2rdf.org/meddra:10044587"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0002181"	"http://bio2rdf.org/meddra:10044587"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0275844"	"http://bio2rdf.org/meddra:10044587"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0003511"	"http://bio2rdf.org/meddra:10044587"	"http://bio2rdf.org/meddra:10004018"	"http://bio2rdf.org/meddra:10021881"
"C0041782"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0851279"	"http://bio2rdf.org/meddra:10002086"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0023493"	"http://bio2rdf.org/meddra:10025321"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0854819"	"http://bio2rdf.org/meddra:10025321"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0392788"	"http://bio2rdf.org/meddra:10025321"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0020981"	"http://bio2rdf.org/meddra:10025321"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0852336"	"http://bio2rdf.org/meddra:10018911"	"http://bio2rdf.org/meddra:10005329"	"http://www.w3.org/2002/07/owl#Thing"
"C0270202"	"http://bio2rdf.org/meddra:10002084"	"http://bio2rdf.org/meddra:10005330"	"http://bio2rdf.org/meddra:10010331"
"C0272375"	"http://bio2rdf.org/meddra:10009735"	"http://bio2rdf.org/meddra:10005330"	"http://bio2rdf.org/meddra:10010331"
"C0159877"	"http://bio2rdf.org/meddra:10024957"	"http://bio2rdf.org/meddra:10005942"	"http://bio2rdf.org/meddra:10022117"
"C0185432"	"http://bio2rdf.org/meddra:10024502"	"http://bio2rdf.org/meddra:10005944"	"http://bio2rdf.org/meddra:10042613"
"C0152244"	"http://bio2rdf.org/meddra:10027658"	"http://bio2rdf.org/meddra:10005959"	"http://bio2rdf.org/meddra:10028395"
"C0001396"	"http://bio2rdf.org/meddra:10000032"	"http://bio2rdf.org/meddra:10007521"	"http://bio2rdf.org/meddra:10007541"
"C0392470"	"http://bio2rdf.org/meddra:10037908"	"http://bio2rdf.org/meddra:10007521"	"http://bio2rdf.org/meddra:10007541"
"C0854688"	"http://bio2rdf.org/meddra:10007543"	"http://bio2rdf.org/meddra:10007539"	"http://bio2rdf.org/meddra:10007541"
"C0264886"	"http://bio2rdf.org/meddra:10007521"	"http://bio2rdf.org/meddra:10007541"	"http://www.w3.org/2002/07/owl#Thing"
"C0003506"	"http://bio2rdf.org/meddra:10007615"	"http://bio2rdf.org/meddra:10007593"	"http://bio2rdf.org/meddra:10042613"
"C0190085"	"http://bio2rdf.org/meddra:10007615"	"http://bio2rdf.org/meddra:10007593"	"http://bio2rdf.org/meddra:10042613"
"C1442968"	"http://bio2rdf.org/meddra:10068760"	"http://bio2rdf.org/meddra:10007867"	"http://bio2rdf.org/meddra:10018065"
"C0854231"	"http://bio2rdf.org/meddra:10068760"	"http://bio2rdf.org/meddra:10007867"	"http://bio2rdf.org/meddra:10018065"
"C0152503"	"http://bio2rdf.org/meddra:10000319"	"http://bio2rdf.org/meddra:10007951"	"http://bio2rdf.org/meddra:10029205"
"C0149793"	"http://bio2rdf.org/meddra:10044376"	"http://bio2rdf.org/meddra:10007963"	"http://bio2rdf.org/meddra:10029205"
"C0854309"	"http://bio2rdf.org/meddra:10008561"	"http://bio2rdf.org/meddra:10008555"	"http://bio2rdf.org/meddra:10021881"
"C0852725"	"http://bio2rdf.org/meddra:10011313"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0576748"	"http://bio2rdf.org/meddra:10011313"	"http://bio2rdf.org/meddra:10009720"	"http://bio2rdf.org/meddra:10042613"
"C0869474"	"http://bio2rdf.org/meddra:10041427"	"http://bio2rdf.org/meddra:10009841"	"http://bio2rdf.org/meddra:10037175"
"C0001825"	"http://bio2rdf.org/meddra:10041427"	"http://bio2rdf.org/meddra:10009841"	"http://bio2rdf.org/meddra:10037175"
"C0002018"	"http://bio2rdf.org/meddra:10041427"	"http://bio2rdf.org/meddra:10009841"	"http://bio2rdf.org/meddra:10037175"
"C0852078"	"http://bio2rdf.org/meddra:10005330"	"http://bio2rdf.org/meddra:10010331"	"http://www.w3.org/2002/07/owl#Thing"
"C0002902"	"http://bio2rdf.org/meddra:10010334"	"http://bio2rdf.org/meddra:10010335"	"http://bio2rdf.org/meddra:10029205"
"C0266611"	"http://bio2rdf.org/meddra:10010460"	"http://bio2rdf.org/meddra:10010449"	"http://bio2rdf.org/meddra:10013993"
"C0702139"	"http://bio2rdf.org/meddra:10010460"	"http://bio2rdf.org/meddra:10010449"	"http://bio2rdf.org/meddra:10013993"
"C0003076"	"http://bio2rdf.org/meddra:10010366"	"http://bio2rdf.org/meddra:10010463"	"http://bio2rdf.org/meddra:10015919"
"C0266587"	"http://bio2rdf.org/meddra:10010464"	"http://bio2rdf.org/meddra:10010463"	"http://bio2rdf.org/meddra:10015919"
"C0003119"	"http://bio2rdf.org/meddra:10010464"	"http://bio2rdf.org/meddra:10010463"	"http://bio2rdf.org/meddra:10015919"
"C0022602"	"http://bio2rdf.org/meddra:10052567"	"http://bio2rdf.org/meddra:10011063"	"http://bio2rdf.org/meddra:10040785"
"C0221036"	"http://bio2rdf.org/meddra:10020648"	"http://bio2rdf.org/meddra:10011063"	"http://bio2rdf.org/meddra:10040785"
"C0000889"	"http://bio2rdf.org/meddra:10040866"	"http://bio2rdf.org/meddra:10011063"	"http://bio2rdf.org/meddra:10040785"
"C0155626"	"http://bio2rdf.org/meddra:10011085"	"http://bio2rdf.org/meddra:10011082"	"http://bio2rdf.org/meddra:10007541"
"C0002962"	"http://bio2rdf.org/meddra:10011085"	"http://bio2rdf.org/meddra:10011082"	"http://bio2rdf.org/meddra:10007541"
"C0002965"	"http://bio2rdf.org/meddra:10011085"	"http://bio2rdf.org/meddra:10011082"	"http://bio2rdf.org/meddra:10007541"
"C0003126"	"http://bio2rdf.org/meddra:10030281"	"http://bio2rdf.org/meddra:10011305"	"http://bio2rdf.org/meddra:10029205"
"C0549320"	"http://bio2rdf.org/meddra:10046967"	"http://bio2rdf.org/meddra:10011305"	"http://bio2rdf.org/meddra:10029205"
"C1167654"	"http://bio2rdf.org/meddra:10009193"	"http://bio2rdf.org/meddra:10011954"	"http://bio2rdf.org/meddra:10047065"
"C0002792"	"http://bio2rdf.org/meddra:10009193"	"http://bio2rdf.org/meddra:10011954"	"http://bio2rdf.org/meddra:10047065"
"C0236656"	"http://bio2rdf.org/meddra:10001954"	"http://bio2rdf.org/meddra:10012272"	"http://bio2rdf.org/meddra:10037175"
"C0002622"	"http://bio2rdf.org/meddra:10001956"	"http://bio2rdf.org/meddra:10012272"	"http://bio2rdf.org/meddra:10037175"
"C0233795"	"http://bio2rdf.org/meddra:10001956"	"http://bio2rdf.org/meddra:10012272"	"http://bio2rdf.org/meddra:10037175"
"C0014059"	"http://bio2rdf.org/meddra:10012302"	"http://bio2rdf.org/meddra:10012303"	"http://bio2rdf.org/meddra:10029205"
"C0235136"	"http://bio2rdf.org/meddra:10012401"	"http://bio2rdf.org/meddra:10012375"	"http://bio2rdf.org/meddra:10037175"
"C0429468"	"http://bio2rdf.org/meddra:10027335"	"http://bio2rdf.org/meddra:10013326"	"http://bio2rdf.org/meddra:10038604"
"C0002453"	"http://bio2rdf.org/meddra:10027341"	"http://bio2rdf.org/meddra:10013326"	"http://bio2rdf.org/meddra:10038604"
"C1261504"	"http://bio2rdf.org/meddra:10043296"	"http://bio2rdf.org/meddra:10013362"	"http://bio2rdf.org/meddra:10038604"
"C0279672"	"http://bio2rdf.org/meddra:10029109"	"http://bio2rdf.org/meddra:10013364"	"http://bio2rdf.org/meddra:10038604"
"C0346202"	"http://bio2rdf.org/meddra:10029109"	"http://bio2rdf.org/meddra:10013364"	"http://bio2rdf.org/meddra:10038604"
"C0266611"	"http://bio2rdf.org/meddra:10015733"	"http://bio2rdf.org/meddra:10013995"	"http://bio2rdf.org/meddra:10010331"
"C0702139"	"http://bio2rdf.org/meddra:10015733"	"http://bio2rdf.org/meddra:10013995"	"http://bio2rdf.org/meddra:10010331"
"C0497397"	"http://bio2rdf.org/meddra:10014068"	"http://bio2rdf.org/meddra:10014067"	"http://bio2rdf.org/meddra:10037175"
"C0003125"	"http://bio2rdf.org/meddra:10014068"	"http://bio2rdf.org/meddra:10014067"	"http://bio2rdf.org/meddra:10037175"
"C0026229"	"http://bio2rdf.org/meddra:10014143"	"http://bio2rdf.org/meddra:10014142"	"http://bio2rdf.org/meddra:10021881"
"C0860811"	"http://bio2rdf.org/meddra:10001275"	"http://bio2rdf.org/meddra:10014412"	"http://bio2rdf.org/meddra:10027433"
"C0013926"	"http://bio2rdf.org/meddra:10014524"	"http://bio2rdf.org/meddra:10014523"	"http://bio2rdf.org/meddra:10047065"
"C0085278"	"http://bio2rdf.org/meddra:10014524"	"http://bio2rdf.org/meddra:10014523"	"http://bio2rdf.org/meddra:10047065"
"C0001622"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"	"http://www.w3.org/2002/07/owl#Thing"
"C0405580"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"	"http://www.w3.org/2002/07/owl#Thing"
"C0851659"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"	"http://www.w3.org/2002/07/owl#Thing"
"C0679431"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"	"http://www.w3.org/2002/07/owl#Thing"
"C0001624"	"http://bio2rdf.org/meddra:10001353"	"http://bio2rdf.org/meddra:10014698"	"http://www.w3.org/2002/07/owl#Thing"
"C0020506"	"http://bio2rdf.org/meddra:10021112"	"http://bio2rdf.org/meddra:10014698"	"http://www.w3.org/2002/07/owl#Thing"
"C0854708"	"http://bio2rdf.org/meddra:10001349"	"http://bio2rdf.org/meddra:10014699"	"http://bio2rdf.org/meddra:10010331"
"C0279034"	"http://bio2rdf.org/meddra:10020382"	"http://bio2rdf.org/meddra:10014705"	"http://bio2rdf.org/meddra:10042613"
"C0854636"	"http://bio2rdf.org/meddra:10020382"	"http://bio2rdf.org/meddra:10014705"	"http://bio2rdf.org/meddra:10042613"
"C0854637"	"http://bio2rdf.org/meddra:10020382"	"http://bio2rdf.org/meddra:10014705"	"http://bio2rdf.org/meddra:10042613"
"C0279493"	"http://bio2rdf.org/meddra:10020382"	"http://bio2rdf.org/meddra:10014705"	"http://bio2rdf.org/meddra:10042613"
"C0279492"	"http://bio2rdf.org/meddra:10020382"	"http://bio2rdf.org/meddra:10014705"	"http://bio2rdf.org/meddra:10042613"
"C0854638"	"http://bio2rdf.org/meddra:10020382"	"http://bio2rdf.org/meddra:10014705"	"http://bio2rdf.org/meddra:10042613"
"C0280531"	"http://bio2rdf.org/meddra:10020382"	"http://bio2rdf.org/meddra:10014705"	"http://bio2rdf.org/meddra:10042613"
"C0281149"	"http://bio2rdf.org/meddra:10020382"	"http://bio2rdf.org/meddra:10014705"	"http://bio2rdf.org/meddra:10042613"
"C0852887"	"http://bio2rdf.org/meddra:10001339"	"http://bio2rdf.org/meddra:10014706"	"http://bio2rdf.org/meddra:10022891"
"C0852933"	"http://bio2rdf.org/meddra:10001339"	"http://bio2rdf.org/meddra:10014706"	"http://bio2rdf.org/meddra:10022891"
"C0860766"	"http://bio2rdf.org/meddra:10001339"	"http://bio2rdf.org/meddra:10014706"	"http://bio2rdf.org/meddra:10022891"
"C0852893"	"http://bio2rdf.org/meddra:10001339"	"http://bio2rdf.org/meddra:10014706"	"http://bio2rdf.org/meddra:10022891"
"C0855638"	"http://bio2rdf.org/meddra:10038589"	"http://bio2rdf.org/meddra:10014706"	"http://bio2rdf.org/meddra:10022891"
"C0855641"	"http://bio2rdf.org/meddra:10038589"	"http://bio2rdf.org/meddra:10014706"	"http://bio2rdf.org/meddra:10022891"
"C0241576"	"http://bio2rdf.org/meddra:10038589"	"http://bio2rdf.org/meddra:10014706"	"http://bio2rdf.org/meddra:10022891"
"C0855640"	"http://bio2rdf.org/meddra:10038589"	"http://bio2rdf.org/meddra:10014706"	"http://bio2rdf.org/meddra:10022891"
"C0541730"	"http://bio2rdf.org/meddra:10038589"	"http://bio2rdf.org/meddra:10014706"	"http://bio2rdf.org/meddra:10022891"
"C0278862"	"http://bio2rdf.org/meddra:10035099"	"http://bio2rdf.org/meddra:10014713"	"http://bio2rdf.org/meddra:10029104"
"C0855461"	"http://bio2rdf.org/meddra:10040768"	"http://bio2rdf.org/meddra:10014938"	"http://bio2rdf.org/meddra:10022891"
"C0854362"	"http://bio2rdf.org/meddra:10040768"	"http://bio2rdf.org/meddra:10014938"	"http://bio2rdf.org/meddra:10022891"
"C0855462"	"http://bio2rdf.org/meddra:10040768"	"http://bio2rdf.org/meddra:10014938"	"http://bio2rdf.org/meddra:10022891"
"C0085077"	"http://bio2rdf.org/meddra:10012424"	"http://bio2rdf.org/meddra:10014982"	"http://bio2rdf.org/meddra:10040785"
"C0001198"	"http://bio2rdf.org/meddra:10015151"	"http://bio2rdf.org/meddra:10014982"	"http://bio2rdf.org/meddra:10040785"
"C0521778"	"http://bio2rdf.org/meddra:10015734"	"http://bio2rdf.org/meddra:10015732"	"http://bio2rdf.org/meddra:10013993"
"C0852365"	"http://bio2rdf.org/meddra:10002693"	"http://bio2rdf.org/meddra:10015919"	"http://www.w3.org/2002/07/owl#Thing"
"C0851706"	"http://bio2rdf.org/meddra:10021877"	"http://bio2rdf.org/meddra:10015919"	"http://www.w3.org/2002/07/owl#Thing"
"C0852375"	"http://bio2rdf.org/meddra:10047061"	"http://bio2rdf.org/meddra:10015919"	"http://www.w3.org/2002/07/owl#Thing"
