"drugid"	"se"
"DB00363"	"http://bio2rdf.org/umls:C0042571"
"DB00746"	"http://bio2rdf.org/umls:C0005940"
"DB00804"	"http://bio2rdf.org/umls:C0235238"
"DB00924"	"http://bio2rdf.org/umls:C0919980"
"DB00363"	"http://bio2rdf.org/umls:C0031039"
"DB00924"	"http://bio2rdf.org/umls:C0231528"
"DB00250"	"http://bio2rdf.org/umls:C0015967"
"DB00363"	"http://bio2rdf.org/umls:C0243026"
"DB08826"	"http://bio2rdf.org/umls:C0030312"
"DB00531"	"http://bio2rdf.org/umls:C0018965"
"DB00363"	"http://bio2rdf.org/umls:C0026266"
"DB00531"	"http://bio2rdf.org/umls:C0027059"
"DB08826"	"http://bio2rdf.org/umls:C0042373"
"DB00531"	"http://bio2rdf.org/umls:C0268000"
"DB00363"	"http://bio2rdf.org/umls:C0039070"
"DB00531"	"http://bio2rdf.org/umls:C0027424"
"DB00531"	"http://bio2rdf.org/umls:C1510410"
"DB08826"	"http://bio2rdf.org/umls:C0033774"
"DB00531"	"http://bio2rdf.org/umls:C0019156"
"DB00924"	"http://bio2rdf.org/umls:C2584688"
"DB01394"	"http://bio2rdf.org/umls:C0018939"
"DB00531"	"http://bio2rdf.org/umls:C0038999"
"DB01394"	"http://bio2rdf.org/umls:C0948594"
"DB00531"	"http://bio2rdf.org/umls:C0020649"
"DB00531"	"http://bio2rdf.org/umls:C0006272"
"DB00531"	"http://bio2rdf.org/umls:C0010200"
"DB00924"	"http://bio2rdf.org/umls:C0020538"
"DB00575"	"http://bio2rdf.org/umls:C0020649"
"DB08826"	"http://bio2rdf.org/umls:C0241266"
"DB00363"	"http://bio2rdf.org/umls:C0948594"
"DB00804"	"http://bio2rdf.org/umls:C0012569"
"DB00531"	"http://bio2rdf.org/umls:C0019158"
"DB00531"	"http://bio2rdf.org/umls:C0085605"
"DB01068"	"http://bio2rdf.org/umls:C1443060"
"DB00531"	"http://bio2rdf.org/umls:C0037928"
"DB00363"	"http://bio2rdf.org/umls:C0750394"
"DB00531"	"http://bio2rdf.org/umls:C0031039"
"DB00531"	"http://bio2rdf.org/umls:C0038325"
"DB00363"	"http://bio2rdf.org/umls:C0011849"
"DB00924"	"http://bio2rdf.org/umls:C0034150"
"DB00575"	"http://bio2rdf.org/umls:C0855246"
"DB00531"	"http://bio2rdf.org/umls:C0033774"
"DB00746"	"http://bio2rdf.org/umls:C0038999"
"DB01394"	"http://bio2rdf.org/umls:C0027497"
"DB00746"	"http://bio2rdf.org/umls:C0015967"
"DB00531"	"http://bio2rdf.org/umls:C0392699"
"DB01068"	"http://bio2rdf.org/umls:C0233514"
"DB00746"	"http://bio2rdf.org/umls:C0036974"
"DB01068"	"http://bio2rdf.org/umls:C0085631"
"DB00746"	"http://bio2rdf.org/umls:C0041834"
"DB00861"	"http://bio2rdf.org/umls:C0041657"
"DB00804"	"http://bio2rdf.org/umls:C0009806"
"DB00804"	"http://bio2rdf.org/umls:C0018681"
"DB01394"	"http://bio2rdf.org/umls:C0034150"
"DB01394"	"http://bio2rdf.org/umls:C0151904"
"DB00531"	"http://bio2rdf.org/umls:C1260880"
"DB00575"	"http://bio2rdf.org/umls:C0011991"
"DB00363"	"http://bio2rdf.org/umls:C0004245"
"DB00531"	"http://bio2rdf.org/umls:C0156312"
"DB00531"	"http://bio2rdf.org/umls:C0009917"
"DB00804"	"http://bio2rdf.org/umls:C0080274"
"DB00531"	"http://bio2rdf.org/umls:C0020580"
"DB00531"	"http://bio2rdf.org/umls:C0264383"
"DB00804"	"http://bio2rdf.org/umls:C0021053"
"DB00746"	"http://bio2rdf.org/umls:C0205204"
"DB00804"	"http://bio2rdf.org/umls:C1443060"
"DB00531"	"http://bio2rdf.org/umls:C0016382"
"DB00575"	"http://bio2rdf.org/umls:C0232462"
"DB00531"	"http://bio2rdf.org/umls:C0034063"
"DB00924"	"http://bio2rdf.org/umls:C0235660"
"DB01068"	"http://bio2rdf.org/umls:C0009806"
"DB00575"	"http://bio2rdf.org/umls:C0027441"
"DB00531"	"http://bio2rdf.org/umls:C0153619"
"DB00924"	"http://bio2rdf.org/umls:C0018681"
"DB00531"	"http://bio2rdf.org/umls:C0152227"
"DB01394"	"http://bio2rdf.org/umls:C0020676"
"DB01068"	"http://bio2rdf.org/umls:C0042571"
"DB00531"	"http://bio2rdf.org/umls:C0948594"
"DB00363"	"http://bio2rdf.org/umls:C0151798"
"DB00746"	"http://bio2rdf.org/umls:C0265294"
"DB00804"	"http://bio2rdf.org/umls:C0002622"
"DB00531"	"http://bio2rdf.org/umls:C0428977"
"DB00531"	"http://bio2rdf.org/umls:C0019209"
"DB08826"	"http://bio2rdf.org/umls:C0220981"
"DB00363"	"http://bio2rdf.org/umls:C0235063"
"DB00531"	"http://bio2rdf.org/umls:C1384666"
"DB00531"	"http://bio2rdf.org/umls:C0032285"
"DB00924"	"http://bio2rdf.org/umls:C0030446"
"DB00363"	"http://bio2rdf.org/umls:C0239946"
"DB00746"	"http://bio2rdf.org/umls:C0018784"
"DB00531"	"http://bio2rdf.org/umls:C0858259"
"DB00363"	"http://bio2rdf.org/umls:C0424295"
"DB08826"	"http://bio2rdf.org/umls:C0267596"
"DB00861"	"http://bio2rdf.org/umls:C0008031"
"DB00861"	"http://bio2rdf.org/umls:C0027726"
"DB00531"	"http://bio2rdf.org/umls:C0001339"
"DB00746"	"http://bio2rdf.org/umls:C0149504"
"DB00924"	"http://bio2rdf.org/umls:C0021141"
"DB00531"	"http://bio2rdf.org/umls:C0042384"
"DB00924"	"http://bio2rdf.org/umls:C0018418"
"DB00363"	"http://bio2rdf.org/umls:C0855775"
"DB00363"	"http://bio2rdf.org/umls:"
"DB00363"	"http://bio2rdf.org/umls:C0036572"
"DB00363"	"http://bio2rdf.org/umls:C0004093"
"DB00531"	"http://bio2rdf.org/umls:C0021368"
"DB00363"	"http://bio2rdf.org/umls:C0151889"
"DB00804"	"http://bio2rdf.org/umls:C0018524"
"DB01068"	"http://bio2rdf.org/umls:C0042029"
"DB01068"	"http://bio2rdf.org/umls:C0242350"
"DB00924"	"http://bio2rdf.org/umls:C0015371"
"DB08826"	"http://bio2rdf.org/umls:C0015397"
"DB00804"	"http://bio2rdf.org/umls:C0231218"
"DB00575"	"http://bio2rdf.org/umls:C0015230"
"DB00924"	"http://bio2rdf.org/umls:C0014457"
"DB00924"	"http://bio2rdf.org/umls:C0235234"
"DB00363"	"http://bio2rdf.org/umls:C0013362"
"DB00531"	"http://bio2rdf.org/umls:C0521465"
"DB00804"	"http://bio2rdf.org/umls:C0011253"
"DB00363"	"http://bio2rdf.org/umls:C0036974"
"DB00363"	"http://bio2rdf.org/umls:C0162429"
"DB01068"	"http://bio2rdf.org/umls:C0013362"
"DB00531"	"http://bio2rdf.org/umls:C0007134"
"DB00804"	"http://bio2rdf.org/umls:C0036974"
"DB00531"	"http://bio2rdf.org/umls:C0032227"
"DB01394"	"http://bio2rdf.org/umls:C1368065"
"DB00363"	"http://bio2rdf.org/umls:C0231528"
"DB00531"	"http://bio2rdf.org/umls:C0035222"
"DB00531"	"http://bio2rdf.org/umls:C0039231"
"DB00531"	"http://bio2rdf.org/umls:C0006826"
"DB08826"	"http://bio2rdf.org/umls:"
"DB00531"	"http://bio2rdf.org/umls:C0014518"
"DB00363"	"http://bio2rdf.org/umls:C0149725"
"DB00531"	"http://bio2rdf.org/umls:C0085584"
"DB00924"	"http://bio2rdf.org/umls:C0008031"
"DB00746"	"http://bio2rdf.org/umls:C0235896"
"DB00924"	"http://bio2rdf.org/umls:C0001807"
"DB00363"	"http://bio2rdf.org/umls:C3160741"
"DB00363"	"http://bio2rdf.org/umls:C0009676"
"DB00531"	"http://bio2rdf.org/umls:C0002792"
"DB00363"	"http://bio2rdf.org/umls:C0027066"
"DB00531"	"http://bio2rdf.org/umls:C0034091"
"DB00746"	"http://bio2rdf.org/umls:C0010038"
"DB08826"	"http://bio2rdf.org/umls:C0038358"
"DB00804"	"http://bio2rdf.org/umls:C0000737"
"DB08826"	"http://bio2rdf.org/umls:C0151205"
"DB08826"	"http://bio2rdf.org/umls:C0575081"
"DB00861"	"http://bio2rdf.org/umls:C0012833"
"DB00804"	"http://bio2rdf.org/umls:C0522224"
"DB00746"	"http://bio2rdf.org/umls:C0013604"
"DB00363"	"http://bio2rdf.org/umls:C2363731"
"DB00363"	"http://bio2rdf.org/umls:C0011570"
"DB00250"	"http://bio2rdf.org/umls:C0018681"
"DB00804"	"http://bio2rdf.org/umls:C0004936"
"DB00804"	"http://bio2rdf.org/umls:C0020580"
"DB00363"	"http://bio2rdf.org/umls:C0151786"
"DB00531"	"http://bio2rdf.org/umls:C0041834"
"DB00531"	"http://bio2rdf.org/umls:C1720775"
"DB00363"	"http://bio2rdf.org/umls:C0015734"
"DB00250"	"http://bio2rdf.org/umls:C0027441"
"DB00861"	"http://bio2rdf.org/umls:C1384666"
"DB00804"	"http://bio2rdf.org/umls:C0234215"
"DB01394"	"http://bio2rdf.org/umls:C0232462"
"DB00804"	"http://bio2rdf.org/umls:C0269993"
"DB00363"	"http://bio2rdf.org/umls:C0015672"
"DB00804"	"http://bio2rdf.org/umls:C0040046"
"DB00531"	"http://bio2rdf.org/umls:C0020458"
"DB08826"	"http://bio2rdf.org/umls:C0019158"
"DB00363"	"http://bio2rdf.org/umls:C0020458"
"DB00531"	"http://bio2rdf.org/umls:C0022346"
"DB08826"	"http://bio2rdf.org/umls:C0006325"
"DB00363"	"http://bio2rdf.org/umls:C0026961"
"DB00363"	"http://bio2rdf.org/umls:C0038325"
"DB00531"	"http://bio2rdf.org/umls:C0041364"
"DB08826"	"http://bio2rdf.org/umls:C0042109"
"DB00924"	"http://bio2rdf.org/umls:C0004245"
"DB00531"	"http://bio2rdf.org/umls:C0040822"
"DB00531"	"http://bio2rdf.org/umls:C0742906"
"DB08826"	"http://bio2rdf.org/umls:C0014356"
"DB00531"	"http://bio2rdf.org/umls:C0019360"
"DB01068"	"http://bio2rdf.org/umls:C0041912"
"DB08826"	"http://bio2rdf.org/umls:C1384353"
"DB00924"	"http://bio2rdf.org/umls:C0948594"
"DB00804"	"http://bio2rdf.org/umls:C0013604"
"DB00924"	"http://bio2rdf.org/umls:C0948089"
"DB00804"	"http://bio2rdf.org/umls:C0158281"
"DB00363"	"http://bio2rdf.org/umls:C0026837"
"DB00531"	"http://bio2rdf.org/umls:C0011053"
"DB00924"	"http://bio2rdf.org/umls:C0702166"
"DB00531"	"http://bio2rdf.org/umls:C0027651"
"DB01394"	"http://bio2rdf.org/umls:C0012739"
"DB00746"	"http://bio2rdf.org/umls:C0853198"
"DB00531"	"http://bio2rdf.org/umls:C0017181"
"DB08826"	"http://bio2rdf.org/umls:C0035222"
"DB00531"	"http://bio2rdf.org/umls:C0027339"
"DB00531"	"http://bio2rdf.org/umls:C0009676"
"DB01394"	"http://bio2rdf.org/umls:C0027947"
"DB00363"	"http://bio2rdf.org/umls:C0234233"
"DB00363"	"http://bio2rdf.org/umls:C0022346"
"DB00746"	"http://bio2rdf.org/umls:C0235431"
"DB00924"	"http://bio2rdf.org/umls:C0002170"
"DB08826"	"http://bio2rdf.org/umls:C0012569"
"DB00804"	"http://bio2rdf.org/umls:C0151735"
"DB00531"	"http://bio2rdf.org/umls:C0024305"
"DB00804"	"http://bio2rdf.org/umls:C0233472"
"DB00363"	"http://bio2rdf.org/umls:C0027424"
"DB00804"	"http://bio2rdf.org/umls:C0013404"
"DB00363"	"http://bio2rdf.org/umls:C2711227"
"DB00746"	"http://bio2rdf.org/umls:C0039231"
"DB00531"	"http://bio2rdf.org/umls:C2047937"
"DB00531"	"http://bio2rdf.org/umls:C0035078"
"DB00531"	"http://bio2rdf.org/umls:C0235416"
"DB00531"	"http://bio2rdf.org/umls:C0015927"
"DB00531"	"http://bio2rdf.org/umls:C0282488"
"DB01394"	"http://bio2rdf.org/umls:C0035410"
"DB00804"	"http://bio2rdf.org/umls:C2047937"
"DB00531"	"http://bio2rdf.org/umls:C0333355"
"DB00531"	"http://bio2rdf.org/umls:C0009450"
"DB00575"	"http://bio2rdf.org/umls:C0040264"
"DB00363"	"http://bio2rdf.org/umls:C0232487"
"DB08826"	"http://bio2rdf.org/umls:C0020538"
"DB00363"	"http://bio2rdf.org/umls:C0042384"
"DB00531"	"http://bio2rdf.org/umls:C0011644"
"DB00363"	"http://bio2rdf.org/umls:C0008370"
"DB00924"	"http://bio2rdf.org/umls:C0013378"
"DB00924"	"http://bio2rdf.org/umls:C0233414"
"DB00531"	"http://bio2rdf.org/umls:C1565489"
"DB00746"	"http://bio2rdf.org/umls:C0234632"
"DB00363"	"http://bio2rdf.org/umls:C0085605"
"DB00363"	"http://bio2rdf.org/umls:C0234146"
"DB00531"	"http://bio2rdf.org/umls:C0020538"
"DB00363"	"http://bio2rdf.org/umls:C0855329"
"DB08826"	"http://bio2rdf.org/umls:C0018799"
"DB08826"	"http://bio2rdf.org/umls:C0041105"
"DB00804"	"http://bio2rdf.org/umls:C0013384"
"DB00531"	"http://bio2rdf.org/umls:C2242496"
"DB00531"	"http://bio2rdf.org/umls:C0243026"
"DB00746"	"http://bio2rdf.org/umls:C0028077"
"DB00363"	"http://bio2rdf.org/umls:C0002962"
"DB01068"	"http://bio2rdf.org/umls:C0151786"
"DB00363"	"http://bio2rdf.org/umls:C0040822"
"DB00531"	"http://bio2rdf.org/umls:C0151934"
"DB00804"	"http://bio2rdf.org/umls:C0542571"
"DB00746"	"http://bio2rdf.org/umls:C0031117"
"DB08826"	"http://bio2rdf.org/umls:C2830004"
"DB00531"	"http://bio2rdf.org/umls:C1262013"
"DB00804"	"http://bio2rdf.org/umls:C0232462"
"DB00804"	"http://bio2rdf.org/umls:C0687713"
"DB00531"	"http://bio2rdf.org/umls:C0235032"
"DB00804"	"http://bio2rdf.org/umls:C0152198"
"DB00804"	"http://bio2rdf.org/umls:C0015397"
"DB00861"	"http://bio2rdf.org/umls:C0238124"
"DB00531"	"http://bio2rdf.org/umls:C0037763"
"DB00804"	"http://bio2rdf.org/umls:C0011615"
"DB00531"	"http://bio2rdf.org/umls:C0878544"
"DB00804"	"http://bio2rdf.org/umls:C0020620"
"DB00531"	"http://bio2rdf.org/umls:C2717961"
"DB00746"	"http://bio2rdf.org/umls:C0020649"
"DB00363"	"http://bio2rdf.org/umls:C0009421"
"DB00363"	"http://bio2rdf.org/umls:C0027947"
"DB00531"	"http://bio2rdf.org/umls:C0877077"
"DB00746"	"http://bio2rdf.org/umls:C0042109"
"DB00804"	"http://bio2rdf.org/umls:C0000731"
"DB00531"	"http://bio2rdf.org/umls:C0235490"
"DB00531"	"http://bio2rdf.org/umls:C0235996"
"DB00363"	"http://bio2rdf.org/umls:C0151611"
"DB00363"	"http://bio2rdf.org/umls:C0020557"
"DB00363"	"http://bio2rdf.org/umls:C0020625"
"DB00924"	"http://bio2rdf.org/umls:C0031117"
"DB00531"	"http://bio2rdf.org/umls:C1261473"
"DB00363"	"http://bio2rdf.org/umls:C0032290"
"DB00363"	"http://bio2rdf.org/umls:C0018524"
"DB00531"	"http://bio2rdf.org/umls:C0009763"
"DB08826"	"http://bio2rdf.org/umls:C0019209"
"DB00363"	"http://bio2rdf.org/umls:C0013404"
"DB00924"	"http://bio2rdf.org/umls:C2225524"
"DB08826"	"http://bio2rdf.org/umls:C0031350"
"DB00531"	"http://bio2rdf.org/umls:C0009806"
"DB00531"	"http://bio2rdf.org/umls:C0004093"
"DB00804"	"http://bio2rdf.org/umls:C0006145"
"DB00531"	"http://bio2rdf.org/umls:C0020542"
"DB00363"	"http://bio2rdf.org/umls:C0023890"
"DB00531"	"http://bio2rdf.org/umls:C0149904"
"DB00531"	"http://bio2rdf.org/umls:C0026986"
"DB00924"	"http://bio2rdf.org/umls:C0917801"
"DB00924"	"http://bio2rdf.org/umls:C0242350"
"DB00531"	"http://bio2rdf.org/umls:C0006266"
"DB00829"	"http://bio2rdf.org/umls:C0004134"
"DB00363"	"http://bio2rdf.org/umls:C0014457"
"DB00746"	"http://bio2rdf.org/umls:C0151686"
"DB00804"	"http://bio2rdf.org/umls:C0018799"
"DB00804"	"http://bio2rdf.org/umls:C0242350"
"DB00746"	"http://bio2rdf.org/umls:C1565489"
"DB00531"	"http://bio2rdf.org/umls:C0267537"
"DB00363"	"http://bio2rdf.org/umls:C0015371"
"DB00363"	"http://bio2rdf.org/umls:C0011168"
"DB08826"	"http://bio2rdf.org/umls:C0085641"
"DB00924"	"http://bio2rdf.org/umls:C0011253"
"DB00531"	"http://bio2rdf.org/umls:C0026766"
"DB08826"	"http://bio2rdf.org/umls:C0009450"
"DB00531"	"http://bio2rdf.org/umls:C0007177"
"DB08826"	"http://bio2rdf.org/umls:C0836924"
"DB08826"	"http://bio2rdf.org/umls:C0018801"
"DB00531"	"http://bio2rdf.org/umls:C0031117"
"DB01068"	"http://bio2rdf.org/umls:C0948594"
"DB00531"	"http://bio2rdf.org/umls:C0020517"
"DB00531"	"http://bio2rdf.org/umls:C0231528"
"DB00924"	"http://bio2rdf.org/umls:C0344232"
"DB00924"	"http://bio2rdf.org/umls:C0151596"
"DB00531"	"http://bio2rdf.org/umls:C0027540"
"DB00861"	"http://bio2rdf.org/umls:C0013404"
"DB00363"	"http://bio2rdf.org/umls:C0031046"
"DB00531"	"http://bio2rdf.org/umls:C0042514"
"DB00531"	"http://bio2rdf.org/umls:C0020625"
"DB00804"	"http://bio2rdf.org/umls:C0027424"
"DB00363"	"http://bio2rdf.org/umls:C0004134"
"DB01068"	"http://bio2rdf.org/umls:C0031350"
"DB00531"	"http://bio2rdf.org/umls:C0014335"
"DB08826"	"http://bio2rdf.org/umls:C0004936"
"DB00363"	"http://bio2rdf.org/umls:C0019158"
"DB08826"	"http://bio2rdf.org/umls:C2937358"
"DB00531"	"http://bio2rdf.org/umls:C0030252"
"DB00924"	"http://bio2rdf.org/umls:C0575081"
"DB00746"	"http://bio2rdf.org/umls:C0009450"
"DB01394"	"http://bio2rdf.org/umls:C0027125"
"DB00804"	"http://bio2rdf.org/umls:C0002994"
"DB00531"	"http://bio2rdf.org/umls:C0152025"
"DB00804"	"http://bio2rdf.org/umls:C0041657"
"DB00746"	"http://bio2rdf.org/umls:C0004096"
"DB00250"	"http://bio2rdf.org/umls:C0021400"
"DB00804"	"http://bio2rdf.org/umls:C0013182"
"DB08826"	"http://bio2rdf.org/umls:C0034152"
"DB08826"	"http://bio2rdf.org/umls:C1504405"
"DB00804"	"http://bio2rdf.org/umls:C0009676"
"DB00804"	"http://bio2rdf.org/umls:C0152032"
"DB01394"	"http://bio2rdf.org/umls:C0151786"
"DB00363"	"http://bio2rdf.org/umls:C0151205"
"DB00531"	"http://bio2rdf.org/umls:C0206062"
"DB08826"	"http://bio2rdf.org/umls:C0022346"
"DB00363"	"http://bio2rdf.org/umls:C0162830"
"DB00924"	"http://bio2rdf.org/umls:C0030312"
"DB00363"	"http://bio2rdf.org/umls:C0232462"
"DB00746"	"http://bio2rdf.org/umls:C0035304"
"DB00313"	"http://bio2rdf.org/umls:C0027497"
"DB00843"	"http://bio2rdf.org/umls:C0010692"
"DB00590"	"http://bio2rdf.org/umls:C0014591"
"DB00590"	"http://bio2rdf.org/umls:C0037763"
"DB00843"	"http://bio2rdf.org/umls:C0518988"
"DB00843"	"http://bio2rdf.org/umls:C0020578"
"DB00843"	"http://bio2rdf.org/umls:C0013395"
"DB00975"	"http://bio2rdf.org/umls:C0151636"
"DB00590"	"http://bio2rdf.org/umls:C0027497"
"DB00590"	"http://bio2rdf.org/umls:C0011603"
"DB00843"	"http://bio2rdf.org/umls:C0234192"
"DB00313"	"http://bio2rdf.org/umls:C0015672"
"DB00590"	"http://bio2rdf.org/umls:C0039231"
"DB00590"	"http://bio2rdf.org/umls:C0018681"
"DB00590"	"http://bio2rdf.org/umls:C0027769"
"DB00843"	"http://bio2rdf.org/umls:C0029456"
"DB00313"	"http://bio2rdf.org/umls:C0002622"
"DB00590"	"http://bio2rdf.org/umls:C0013404"
"DB00843"	"http://bio2rdf.org/umls:C0086543"
"DB00843"	"http://bio2rdf.org/umls:C0039070"
"DB00843"	"http://bio2rdf.org/umls:C0027441"
"DB00843"	"http://bio2rdf.org/umls:C0027497"
"DB00590"	"http://bio2rdf.org/umls:C0855242"
"DB00313"	"http://bio2rdf.org/umls:C2830004"
"DB00843"	"http://bio2rdf.org/umls:C0917801"
"DB00313"	"http://bio2rdf.org/umls:C0040822"
"DB00975"	"http://bio2rdf.org/umls:C0520966"
"DB00590"	"http://bio2rdf.org/umls:C0009806"
"DB00313"	"http://bio2rdf.org/umls:C0030193"
"DB00313"	"http://bio2rdf.org/umls:C0085633"
"DB00313"	"http://bio2rdf.org/umls:C0002453"
"DB00590"	"http://bio2rdf.org/umls:C0392525"
"DB00843"	"http://bio2rdf.org/umls:C0085632"
"DB00843"	"http://bio2rdf.org/umls:C0000737"
"DB00843"	"http://bio2rdf.org/umls:C0018681"
"DB00313"	"http://bio2rdf.org/umls:C0042963"
"DB00843"	"http://bio2rdf.org/umls:C0008031"
"DB00843"	"http://bio2rdf.org/umls:C0037384"
"DB00590"	"http://bio2rdf.org/umls:C0003862"
"DB00313"	"http://bio2rdf.org/umls:C0553681"
"DB00975"	"http://bio2rdf.org/umls:C2047937"
"DB00843"	"http://bio2rdf.org/umls:C0026603"
"DB00313"	"http://bio2rdf.org/umls:C1306341"
"DB00843"	"http://bio2rdf.org/umls:C0948594"
"DB00590"	"http://bio2rdf.org/umls:C0022346"
"DB00843"	"http://bio2rdf.org/umls:C0003860"
"DB00843"	"http://bio2rdf.org/umls:C1384666"
"DB00313"	"http://bio2rdf.org/umls:C0043094"
"DB00590"	"http://bio2rdf.org/umls:C0015230"
"DB00843"	"http://bio2rdf.org/umls:C0013404"
"DB00843"	"http://bio2rdf.org/umls:C0011175"
"DB01215"	"http://bio2rdf.org/umls:C0004134"
"DB00843"	"http://bio2rdf.org/umls:C0080274"
"DB00590"	"http://bio2rdf.org/umls:C0012833"
"DB00590"	"http://bio2rdf.org/umls:C0231528"
"DB00590"	"http://bio2rdf.org/umls:C0234215"
"DB00843"	"http://bio2rdf.org/umls:C0041657"
"DB00590"	"http://bio2rdf.org/umls:C1443060"
"DB00313"	"http://bio2rdf.org/umls:C0233472"
"DB00843"	"http://bio2rdf.org/umls:C0004093"
"DB00313"	"http://bio2rdf.org/umls:C0232461"
"DB01215"	"http://bio2rdf.org/umls:C0009676"
"DB00590"	"http://bio2rdf.org/umls:C0035455"
"DB00590"	"http://bio2rdf.org/umls:C0004134"
"DB00843"	"http://bio2rdf.org/umls:C0012833"
"DB00313"	"http://bio2rdf.org/umls:C0162830"
"DB00590"	"http://bio2rdf.org/umls:C0026826"
"DB00313"	"http://bio2rdf.org/umls:C0031350"
"DB00313"	"http://bio2rdf.org/umls:C0000737"
"DB00843"	"http://bio2rdf.org/umls:C0003864"
"DB00313"	"http://bio2rdf.org/umls:C0344232"
"DB00313"	"http://bio2rdf.org/umls:C0011991"
"DB00590"	"http://bio2rdf.org/umls:C0027051"
"DB00843"	"http://bio2rdf.org/umls:C0042963"
"DB00843"	"http://bio2rdf.org/umls:C0009676"
"DB00843"	"http://bio2rdf.org/umls:C0015967"
"DB00590"	"http://bio2rdf.org/umls:C0030252"
"DB00843"	"http://bio2rdf.org/umls:C0042029"
"DB00843"	"http://bio2rdf.org/umls:C0497327"
"DB00975"	"http://bio2rdf.org/umls:C0039240"
"DB00590"	"http://bio2rdf.org/umls:C0151827"
"DB00975"	"http://bio2rdf.org/umls:C0522055"
"DB00975"	"http://bio2rdf.org/umls:C0234215"
"DB00843"	"http://bio2rdf.org/umls:C0027051"
"DB00843"	"http://bio2rdf.org/umls:C0019158"
"DB00590"	"http://bio2rdf.org/umls:C0149904"
"DB01215"	"http://bio2rdf.org/umls:C0014591"
"DB00843"	"http://bio2rdf.org/umls:C0012813"
"DB00843"	"http://bio2rdf.org/umls:C0518015"
"DB00843"	"http://bio2rdf.org/umls:C0001807"
"DB00843"	"http://bio2rdf.org/umls:C0020564"
"DB00975"	"http://bio2rdf.org/umls:C0149931"
"DB00843"	"http://bio2rdf.org/umls:C0085096"
"DB00590"	"http://bio2rdf.org/umls:C0020651"
"DB00843"	"http://bio2rdf.org/umls:C0853034"
"DB00843"	"http://bio2rdf.org/umls:C0002871"
"DB00843"	"http://bio2rdf.org/umls:C0085593"
"DB01215"	"http://bio2rdf.org/umls:C0014356"
"DB00975"	"http://bio2rdf.org/umls:C0020649"
"DB00590"	"http://bio2rdf.org/umls:C0008031"
"DB00975"	"http://bio2rdf.org/umls:C0000737"
"DB00313"	"http://bio2rdf.org/umls:C0262988"
"DB00843"	"http://bio2rdf.org/umls:C0948089"
"DB00313"	"http://bio2rdf.org/umls:C0016412"
"DB00843"	"http://bio2rdf.org/umls:C0242073"
"DB00975"	"http://bio2rdf.org/umls:C0014724"
"DB00313"	"http://bio2rdf.org/umls:C0156404"
"DB01215"	"http://bio2rdf.org/umls:C0012833"
"DB00843"	"http://bio2rdf.org/umls:C0020625"
"DB00280"	"http://bio2rdf.org/umls:C0043352"
"DB00843"	"http://bio2rdf.org/umls:C0028734"
"DB00975"	"http://bio2rdf.org/umls:C0020458"
"DB00843"	"http://bio2rdf.org/umls:C0149871"
"DB00313"	"http://bio2rdf.org/umls:C0004093"
"DB00843"	"http://bio2rdf.org/umls:C0031099"
"DB00843"	"http://bio2rdf.org/umls:C0853149"
"DB00590"	"http://bio2rdf.org/umls:C0041657"
"DB01184"	"http://bio2rdf.org/umls:C0043352"
"DB00843"	"http://bio2rdf.org/umls:C0011991"
"DB00843"	"http://bio2rdf.org/umls:C0020443"
"DB01215"	"http://bio2rdf.org/umls:C0009806"
"DB00843"	"http://bio2rdf.org/umls:C0042024"
"DB00843"	"http://bio2rdf.org/umls:C0015371"
"DB00590"	"http://bio2rdf.org/umls:C0004093"
"DB00590"	"http://bio2rdf.org/umls:C0011124"
"DB00843"	"http://bio2rdf.org/umls:C0151610"
"DB00590"	"http://bio2rdf.org/umls:C0020458"
"DB00590"	"http://bio2rdf.org/umls:C0042023"
"DB00590"	"http://bio2rdf.org/umls:C0030193"
"DB00590"	"http://bio2rdf.org/umls:C0016382"
"DB01084"	"http://bio2rdf.org/umls:C0018681"
"DB00843"	"http://bio2rdf.org/umls:C0013295"
"DB00843"	"http://bio2rdf.org/umls:C0011603"
"DB00590"	"http://bio2rdf.org/umls:C0042571"
"DB00590"	"http://bio2rdf.org/umls:C1167965"
"DB00843"	"http://bio2rdf.org/umls:C0034359"
"DB00975"	"http://bio2rdf.org/umls:C0010200"
"DB00590"	"http://bio2rdf.org/umls:C2830004"
"DB00843"	"http://bio2rdf.org/umls:C0010399"
"DB00590"	"http://bio2rdf.org/umls:C0004604"
"DB00975"	"http://bio2rdf.org/umls:C0027497"
"DB00590"	"http://bio2rdf.org/umls:C0278106"
"DB00843"	"http://bio2rdf.org/umls:C3665347"
"DB01215"	"http://bio2rdf.org/umls:C0008031"
"DB00843"	"http://bio2rdf.org/umls:C0151786"
"DB01215"	"http://bio2rdf.org/umls:C0003467"
"DB00590"	"http://bio2rdf.org/umls:C0042963"
"DB00590"	"http://bio2rdf.org/umls:C0034150"
"DB00590"	"http://bio2rdf.org/umls:C0549622"
"DB00313"	"http://bio2rdf.org/umls:C0015230"
"DB00590"	"http://bio2rdf.org/umls:C0042029"
"DB00843"	"http://bio2rdf.org/umls:C0026826"
"DB00843"	"http://bio2rdf.org/umls:C0037763"
"DB00843"	"http://bio2rdf.org/umls:C0036572"
"DB00843"	"http://bio2rdf.org/umls:C0034186"
"DB00843"	"http://bio2rdf.org/umls:C0019572"
"DB01215"	"http://bio2rdf.org/umls:C0015967"
