"drugid"	"se"
"DB00641"	"http://bio2rdf.org/umls:C0030305"
"DB00419"	"http://bio2rdf.org/umls:C0030193"
"DB05271"	"http://bio2rdf.org/umls:C0234458"
"DB00724"	"http://bio2rdf.org/umls:C0521492"
"DB00641"	"http://bio2rdf.org/umls:C0011633"
"DB00243"	"http://bio2rdf.org/umls:C0041657"
"DB00724"	"http://bio2rdf.org/umls:C0007137"
"DB00724"	"http://bio2rdf.org/umls:C0022602"
"DB00724"	"http://bio2rdf.org/umls:C0341012"
"DB00724"	"http://bio2rdf.org/umls:C0040147"
"DB00724"	"http://bio2rdf.org/umls:C0015230"
"DB00419"	"http://bio2rdf.org/umls:C0025345"
"DB00724"	"http://bio2rdf.org/umls:C0042267"
"DB00724"	"http://bio2rdf.org/umls:C0877096"
"DB05271"	"http://bio2rdf.org/umls:C0011991"
"DB00641"	"http://bio2rdf.org/umls:C0023530"
"DB00724"	"http://bio2rdf.org/umls:C0018099"
"DB00724"	"http://bio2rdf.org/umls:C0040264"
"DB00802"	"http://bio2rdf.org/umls:C0039231"
"DB00802"	"http://bio2rdf.org/umls:C0428977"
"DB05271"	"http://bio2rdf.org/umls:C0596170"
"DB00724"	"http://bio2rdf.org/umls:C0404521"
"DB00641"	"http://bio2rdf.org/umls:C0041834"
"DB05271"	"http://bio2rdf.org/umls:C0018524"
"DB00724"	"http://bio2rdf.org/umls:C0877127"
"DB00724"	"http://bio2rdf.org/umls:C0149836"
"DB00724"	"http://bio2rdf.org/umls:C1096001"
"DB00802"	"http://bio2rdf.org/umls:C0026650"
"DB00243"	"http://bio2rdf.org/umls:C0004936"
"DB00724"	"http://bio2rdf.org/umls:C0011570"
"DB00724"	"http://bio2rdf.org/umls:C0162835"
"DB00724"	"http://bio2rdf.org/umls:C0002170"
"DB00724"	"http://bio2rdf.org/umls:C0034150"
"DB00641"	"http://bio2rdf.org/umls:C0002994"
"DB00724"	"http://bio2rdf.org/umls:C0042769"
"DB00641"	"http://bio2rdf.org/umls:C0017152"
"DB05271"	"http://bio2rdf.org/umls:C0234987"
"DB00243"	"http://bio2rdf.org/umls:C0009806"
"DB00641"	"http://bio2rdf.org/umls:C0014518"
"DB05271"	"http://bio2rdf.org/umls:C0003862"
"DB00724"	"http://bio2rdf.org/umls:C0242350"
"DB05271"	"http://bio2rdf.org/umls:C0004093"
"DB00724"	"http://bio2rdf.org/umls:C0022603"
"DB00419"	"http://bio2rdf.org/umls:C0085593"
"DB00641"	"http://bio2rdf.org/umls:C0032533"
"DB00724"	"http://bio2rdf.org/umls:C0030196"
"DB00724"	"http://bio2rdf.org/umls:C0004623"
"DB00724"	"http://bio2rdf.org/umls:C0030252"
"DB00724"	"http://bio2rdf.org/umls:C0521495"
"DB00419"	"http://bio2rdf.org/umls:C0234215"
"DB00724"	"http://bio2rdf.org/umls:C1142459"
"DB00802"	"http://bio2rdf.org/umls:C0235146"
"DB00724"	"http://bio2rdf.org/umls:C2004491"
"DB00419"	"http://bio2rdf.org/umls:C0575081"
"DB00641"	"http://bio2rdf.org/umls:C0003862"
"DB00641"	"http://bio2rdf.org/umls:C0038325"
"DB00724"	"http://bio2rdf.org/umls:C0023380"
"DB00641"	"http://bio2rdf.org/umls:C0037763"
"DB00724"	"http://bio2rdf.org/umls:C0042994"
"DB00419"	"http://bio2rdf.org/umls:C0002622"
"DB00724"	"http://bio2rdf.org/umls:C0007971"
"DB00641"	"http://bio2rdf.org/umls:C0002170"
"DB00724"	"http://bio2rdf.org/umls:C0002994"
"DB00243"	"http://bio2rdf.org/umls:C0042571"
"DB00641"	"http://bio2rdf.org/umls:C0024141"
"DB00724"	"http://bio2rdf.org/umls:C0039240"
"DB00641"	"http://bio2rdf.org/umls:C0002622"
"DB00724"	"http://bio2rdf.org/umls:C0948586"
"DB00641"	"http://bio2rdf.org/umls:C0085605"
"DB00641"	"http://bio2rdf.org/umls:C0013404"
"DB00243"	"http://bio2rdf.org/umls:C0042075"
"DB00641"	"http://bio2rdf.org/umls:C0026857"
"DB00802"	"http://bio2rdf.org/umls:C0020649"
"DB00724"	"http://bio2rdf.org/umls:C0038454"
"DB00716"	"http://bio2rdf.org/umls:C0018681"
"DB00724"	"http://bio2rdf.org/umls:C0239093"
"DB00243"	"http://bio2rdf.org/umls:C0520966"
"DB00724"	"http://bio2rdf.org/umls:C0343863"
"DB00243"	"http://bio2rdf.org/umls:C0020580"
"DB00641"	"http://bio2rdf.org/umls:C0016382"
"DB05271"	"http://bio2rdf.org/umls:C0010200"
"DB00802"	"http://bio2rdf.org/umls:C0004093"
"DB00724"	"http://bio2rdf.org/umls:C0018801"
"DB00802"	"http://bio2rdf.org/umls:C0026837"
"DB00641"	"http://bio2rdf.org/umls:C0009676"
"DB00724"	"http://bio2rdf.org/umls:C0034152"
"DB00724"	"http://bio2rdf.org/umls:C0234913"
"DB00724"	"http://bio2rdf.org/umls:C0549373"
"DB00724"	"http://bio2rdf.org/umls:C0080274"
"DB00724"	"http://bio2rdf.org/umls:C0042075"
"DB00802"	"http://bio2rdf.org/umls:C0151828"
"DB00724"	"http://bio2rdf.org/umls:C0877126"
"DB00802"	"http://bio2rdf.org/umls:C0013384"
"DB00724"	"http://bio2rdf.org/umls:C0013404"
"DB00419"	"http://bio2rdf.org/umls:C0156404"
"DB00724"	"http://bio2rdf.org/umls:C0036572"
"DB00724"	"http://bio2rdf.org/umls:C0948300"
"DB00641"	"http://bio2rdf.org/umls:C0028259"
"DB00641"	"http://bio2rdf.org/umls:C0948586"
"DB00724"	"http://bio2rdf.org/umls:C0033687"
"DB00641"	"http://bio2rdf.org/umls:C0011849"
"DB00724"	"http://bio2rdf.org/umls:C0003811"
"DB00802"	"http://bio2rdf.org/umls:C0003578"
"DB05271"	"http://bio2rdf.org/umls:C0011570"
"DB00641"	"http://bio2rdf.org/umls:C0242350"
"DB00724"	"http://bio2rdf.org/umls:C0852733"
"DB05271"	"http://bio2rdf.org/umls:C0221706"
"DB00243"	"http://bio2rdf.org/umls:C0040822"
"DB05271"	"http://bio2rdf.org/umls:C0030662"
"DB00724"	"http://bio2rdf.org/umls:C0877097"
"DB00243"	"http://bio2rdf.org/umls:C0033774"
"DB00641"	"http://bio2rdf.org/umls:C1368065"
"DB00724"	"http://bio2rdf.org/umls:C0877661"
"DB00419"	"http://bio2rdf.org/umls:C0004604"
"DB00724"	"http://bio2rdf.org/umls:C0162834"
"DB00641"	"http://bio2rdf.org/umls:C0030554"
"DB00641"	"http://bio2rdf.org/umls:C0042963"
"DB00724"	"http://bio2rdf.org/umls:C0948299"
"DB01238"	"http://bio2rdf.org/umls:C0392156"
"DB00990"	"http://bio2rdf.org/umls:C0004604"
"DB01238"	"http://bio2rdf.org/umls:C0009806"
"DB00990"	"http://bio2rdf.org/umls:C0917801"
"DB01238"	"http://bio2rdf.org/umls:C0948594"
"DB01238"	"http://bio2rdf.org/umls:C0231528"
"DB01238"	"http://bio2rdf.org/umls:C0027441"
"DB00597"	"http://bio2rdf.org/umls:C0041657"
"DB00369"	"http://bio2rdf.org/umls:C0023530"
"DB00990"	"http://bio2rdf.org/umls:C0020538"
"DB01238"	"http://bio2rdf.org/umls:C0043094"
"DB01238"	"http://bio2rdf.org/umls:C0043352"
"DB01238"	"http://bio2rdf.org/umls:C0018681"
"DB01238"	"http://bio2rdf.org/umls:C0027424"
"DB01238"	"http://bio2rdf.org/umls:C0344232"
"DB01232"	"http://bio2rdf.org/umls:C0021655"
"DB00990"	"http://bio2rdf.org/umls:C0877055"
"DB01232"	"http://bio2rdf.org/umls:C0855242"
"DB01238"	"http://bio2rdf.org/umls:C0027497"
"DB00597"	"http://bio2rdf.org/umls:C0030554"
"DB00369"	"http://bio2rdf.org/umls:"
"DB00597"	"http://bio2rdf.org/umls:C0232208"
"DB00990"	"http://bio2rdf.org/umls:C0018681"
"DB00990"	"http://bio2rdf.org/umls:C0600142"
"DB00187"	"http://bio2rdf.org/umls:C0235490"
"DB01238"	"http://bio2rdf.org/umls:C0085631"
"DB00744"	"http://bio2rdf.org/umls:C0011991"
"DB00210"	"http://bio2rdf.org/umls:C0038814"
"DB00210"	"http://bio2rdf.org/umls:C0237849"
"DB01232"	"http://bio2rdf.org/umls:C0236053"
"DB00990"	"http://bio2rdf.org/umls:C0007222"
"DB00990"	"http://bio2rdf.org/umls:C0232461"
"DB00990"	"http://bio2rdf.org/umls:C0004093"
"DB01232"	"http://bio2rdf.org/umls:C0036572"
"DB01232"	"http://bio2rdf.org/umls:C0011124"
"DB01238"	"http://bio2rdf.org/umls:C0004093"
"DB01238"	"http://bio2rdf.org/umls:C0037763"
"DB00369"	"http://bio2rdf.org/umls:C0232462"
"DB00990"	"http://bio2rdf.org/umls:C0521839"
"DB00597"	"http://bio2rdf.org/umls:C0012833"
"DB00990"	"http://bio2rdf.org/umls:C0085649"
"DB00369"	"http://bio2rdf.org/umls:C0341702"
"DB01238"	"http://bio2rdf.org/umls:C0023530"
"DB00369"	"http://bio2rdf.org/umls:C0006849"
"DB01238"	"http://bio2rdf.org/umls:C0020538"
"DB01238"	"http://bio2rdf.org/umls:C0037036"
"DB00990"	"http://bio2rdf.org/umls:C0011570"
"DB00369"	"http://bio2rdf.org/umls:C0151798"
"DB01238"	"http://bio2rdf.org/umls:C0003467"
"DB01232"	"http://bio2rdf.org/umls:C1280433"
"DB01238"	"http://bio2rdf.org/umls:C0015371"
"DB00597"	"http://bio2rdf.org/umls:C2047937"
"DB00990"	"http://bio2rdf.org/umls:C0042029"
"DB00990"	"http://bio2rdf.org/umls:C0002170"
"DB00990"	"http://bio2rdf.org/umls:C0029408"
"DB00744"	"http://bio2rdf.org/umls:C0851578"
"DB01238"	"http://bio2rdf.org/umls:C0023380"
"DB00990"	"http://bio2rdf.org/umls:C0012833"
"DB00597"	"http://bio2rdf.org/umls:C0017574"
"DB01238"	"http://bio2rdf.org/umls:C0948525"
"DB00597"	"http://bio2rdf.org/umls:C0003578"
"DB00990"	"http://bio2rdf.org/umls:C0011991"
"DB01238"	"http://bio2rdf.org/umls:C0040822"
"DB00369"	"http://bio2rdf.org/umls:C0009450"
"DB00187"	"http://bio2rdf.org/umls:C0332534"
"DB00597"	"http://bio2rdf.org/umls:C0423086"
"DB01238"	"http://bio2rdf.org/umls:C0042963"
"DB00225"	"http://bio2rdf.org/umls:C0036572"
"DB01238"	"http://bio2rdf.org/umls:C0035455"
"DB00597"	"http://bio2rdf.org/umls:C0015967"
"DB01238"	"http://bio2rdf.org/umls:C0011991"
"DB01238"	"http://bio2rdf.org/umls:C0015672"
"DB00597"	"http://bio2rdf.org/umls:C0033774"
"DB01232"	"http://bio2rdf.org/umls:C0020456"
"DB01238"	"http://bio2rdf.org/umls:C0232492"
"DB01238"	"http://bio2rdf.org/umls:C0011603"
"DB01232"	"http://bio2rdf.org/umls:C0013595"
"DB00597"	"http://bio2rdf.org/umls:C0023052"
"DB00990"	"http://bio2rdf.org/umls:C0020458"
"DB00369"	"http://bio2rdf.org/umls:C0015967"
"DB01238"	"http://bio2rdf.org/umls:C2830004"
"DB00990"	"http://bio2rdf.org/umls:C0015230"
"DB01238"	"http://bio2rdf.org/umls:C0012833"
"DB01238"	"http://bio2rdf.org/umls:C0917801"
"DB00210"	"http://bio2rdf.org/umls:C0151908"
"DB00990"	"http://bio2rdf.org/umls:C0011603"
"DB00990"	"http://bio2rdf.org/umls:C0236075"
"DB00187"	"http://bio2rdf.org/umls:C0015672"
"DB00597"	"http://bio2rdf.org/umls:C0010520"
"DB01232"	"http://bio2rdf.org/umls:C0042373"
"DB00990"	"http://bio2rdf.org/umls:C0019158"
"DB00963"	"http://bio2rdf.org/umls:C1096274"
"DB00990"	"http://bio2rdf.org/umls:C0009806"
"DB00187"	"http://bio2rdf.org/umls:C0233632"
"DB00597"	"http://bio2rdf.org/umls:C0035455"
"DB00597"	"http://bio2rdf.org/umls:C0423791"
"DB00210"	"http://bio2rdf.org/umls:C0041834"
"DB01232"	"http://bio2rdf.org/umls:C3665347"
"DB00990"	"http://bio2rdf.org/umls:C0018799"
"DB01232"	"http://bio2rdf.org/umls:C0018944"
"DB01232"	"http://bio2rdf.org/umls:C0231218"
"DB00990"	"http://bio2rdf.org/umls:C3665347"
"DB00990"	"http://bio2rdf.org/umls:C0041912"
"DB00369"	"http://bio2rdf.org/umls:C0235431"
"DB01238"	"http://bio2rdf.org/umls:C0002994"
"DB00369"	"http://bio2rdf.org/umls:C0038325"
"DB00369"	"http://bio2rdf.org/umls:C0013404"
"DB00642"	"http://bio2rdf.org/umls:C0002170"
"DB01238"	"http://bio2rdf.org/umls:C0039231"
"DB00369"	"http://bio2rdf.org/umls:C0948586"
"DB01238"	"http://bio2rdf.org/umls:C0013395"
"DB00369"	"http://bio2rdf.org/umls:C0015230"
"DB00369"	"http://bio2rdf.org/umls:C0042164"
"DB00369"	"http://bio2rdf.org/umls:C0027947"
"DB01238"	"http://bio2rdf.org/umls:C0013132"
"DB00369"	"http://bio2rdf.org/umls:C0018681"
"DB00369"	"http://bio2rdf.org/umls:C0011991"
"DB01238"	"http://bio2rdf.org/umls:C0022346"
"DB00990"	"http://bio2rdf.org/umls:C0003467"
"DB01238"	"http://bio2rdf.org/umls:C0015230"
"DB00210"	"http://bio2rdf.org/umls:C0033774"
"DB01232"	"http://bio2rdf.org/umls:C0040479"
"DB00369"	"http://bio2rdf.org/umls:C0027497"
"DB01232"	"http://bio2rdf.org/umls:C0232492"
"DB00369"	"http://bio2rdf.org/umls:C0032285"
"DB01238"	"http://bio2rdf.org/umls:C0151828"
"DB00210"	"http://bio2rdf.org/umls:C0162830"
"DB00990"	"http://bio2rdf.org/umls:C0149904"
"DB00597"	"http://bio2rdf.org/umls:C0011603"
"DB00990"	"http://bio2rdf.org/umls:C0015672"
"DB00990"	"http://bio2rdf.org/umls:C0687713"
"DB01232"	"http://bio2rdf.org/umls:C0853692"
"DB01232"	"http://bio2rdf.org/umls:C0013378"
"DB01238"	"http://bio2rdf.org/umls:C0031350"
"DB00187"	"http://bio2rdf.org/umls:C0080274"
"DB01238"	"http://bio2rdf.org/umls:C0234952"
"DB00369"	"http://bio2rdf.org/umls:C0002874"
"DB00597"	"http://bio2rdf.org/umls:C0020649"
"DB00210"	"http://bio2rdf.org/umls:C0020517"
"DB00369"	"http://bio2rdf.org/umls:C1384666"
"DB01238"	"http://bio2rdf.org/umls:C0003862"
"DB00210"	"http://bio2rdf.org/umls:C0011616"
"DB00210"	"http://bio2rdf.org/umls:C0863084"
"DB01232"	"http://bio2rdf.org/umls:C0232462"
"DB01232"	"http://bio2rdf.org/umls:C0020557"
"DB01238"	"http://bio2rdf.org/umls:C0549373"
"DB01238"	"http://bio2rdf.org/umls:C0549209"
"DB01238"	"http://bio2rdf.org/umls:C0022107"
"DB00369"	"http://bio2rdf.org/umls:C0002170"
"DB00187"	"http://bio2rdf.org/umls:C0018681"
"DB00744"	"http://bio2rdf.org/umls:C0231528"
"DB00369"	"http://bio2rdf.org/umls:C0022081"
"DB00990"	"http://bio2rdf.org/umls:C0003862"
"DB00990"	"http://bio2rdf.org/umls:C0037763"
"DB00990"	"http://bio2rdf.org/umls:C0015967"
"DB01232"	"http://bio2rdf.org/umls:C0002871"
"DB00990"	"http://bio2rdf.org/umls:C0013404"
"DB01238"	"http://bio2rdf.org/umls:C0232461"
"DB00597"	"http://bio2rdf.org/umls:C0042109"
"DB00990"	"http://bio2rdf.org/umls:C0027497"
"DB00187"	"http://bio2rdf.org/umls:C0020649"
"DB01232"	"http://bio2rdf.org/umls:C0027947"
"DB00990"	"http://bio2rdf.org/umls:C0043094"
"DB00210"	"http://bio2rdf.org/umls:C0030193"
"DB01238"	"http://bio2rdf.org/umls:C0085649"
"DB00369"	"http://bio2rdf.org/umls:C0011053"
"DB01232"	"http://bio2rdf.org/umls:C0031117"
"DB01232"	"http://bio2rdf.org/umls:C0151904"
"DB01238"	"http://bio2rdf.org/umls:C0030196"
"DB00990"	"http://bio2rdf.org/umls:C0948594"
"DB00225"	"http://bio2rdf.org/umls:C0030554"
"DB00369"	"http://bio2rdf.org/umls:C0017178"
"DB01232"	"http://bio2rdf.org/umls:C0013395"
"DB00990"	"http://bio2rdf.org/umls:C0008031"
"DB01232"	"http://bio2rdf.org/umls:C0020443"
"DB00597"	"http://bio2rdf.org/umls:C0428977"
"DB01232"	"http://bio2rdf.org/umls:C0333355"
"DB01238"	"http://bio2rdf.org/umls:C0010200"
"DB01232"	"http://bio2rdf.org/umls:C0004093"
"DB00187"	"http://bio2rdf.org/umls:C0018790"
"DB01238"	"http://bio2rdf.org/umls:C0233414"
"DB00225"	"http://bio2rdf.org/umls:C0030552"
"DB01232"	"http://bio2rdf.org/umls:C0011849"
"DB00642"	"http://bio2rdf.org/umls:C0002871"
"DB00225"	"http://bio2rdf.org/umls:C1565489"
"DB01232"	"http://bio2rdf.org/umls:C0042963"
"DB01232"	"http://bio2rdf.org/umls:C0030554"
"DB01238"	"http://bio2rdf.org/umls:C0232487"
"DB00597"	"http://bio2rdf.org/umls:C0013404"
"DB00990"	"http://bio2rdf.org/umls:C0009676"
"DB00597"	"http://bio2rdf.org/umls:C0020538"
"DB01232"	"http://bio2rdf.org/umls:C0853986"
"DB00597"	"http://bio2rdf.org/umls:C0085628"
"DB01238"	"http://bio2rdf.org/umls:C0151904"
"DB01232"	"http://bio2rdf.org/umls:C2225524"
"DB00597"	"http://bio2rdf.org/umls:C0041834"
"DB01232"	"http://bio2rdf.org/umls:C0877192"
"DB01232"	"http://bio2rdf.org/umls:C0234215"
"DB00369"	"http://bio2rdf.org/umls:C0041969"
"DB00369"	"http://bio2rdf.org/umls:C0239739"
"DB00990"	"http://bio2rdf.org/umls:C0009450"
"DB00990"	"http://bio2rdf.org/umls:C0010200"
"DB01238"	"http://bio2rdf.org/umls:C0042109"
"DB01238"	"http://bio2rdf.org/umls:C0013384"
"DB01238"	"http://bio2rdf.org/umls:C0917799"
"DB00990"	"http://bio2rdf.org/umls:C0024236"
"DB00210"	"http://bio2rdf.org/umls:C0002994"
"DB01238"	"http://bio2rdf.org/umls:C0014549"
"DB00990"	"http://bio2rdf.org/umls:C0232462"
"DB00597"	"http://bio2rdf.org/umls:C0016382"
"DB00990"	"http://bio2rdf.org/umls:C0013395"
"DB01238"	"http://bio2rdf.org/umls:C0232462"
"DB00597"	"http://bio2rdf.org/umls:C0040822"
"DB01232"	"http://bio2rdf.org/umls:C0014724"
"DB01238"	"http://bio2rdf.org/umls:C1260880"
"DB00597"	"http://bio2rdf.org/umls:C0042024"
"DB00990"	"http://bio2rdf.org/umls:C2979982"
"DB01238"	"http://bio2rdf.org/umls:C0004936"
"DB00187"	"http://bio2rdf.org/umls:C0021368"
"DB00597"	"http://bio2rdf.org/umls:C0037036"
"DB00597"	"http://bio2rdf.org/umls:C0027497"
"DB00597"	"http://bio2rdf.org/umls:C0020458"
"DB01232"	"http://bio2rdf.org/umls:C0162119"
"DB00369"	"http://bio2rdf.org/umls:C0006840"
"DB00597"	"http://bio2rdf.org/umls:C0340865"
"DB00963"	"http://bio2rdf.org/umls:C0339293"
"DB00210"	"http://bio2rdf.org/umls:C0152030"
"DB00990"	"http://bio2rdf.org/umls:C0029456"
"DB01232"	"http://bio2rdf.org/umls:C0035078"
"DB00597"	"http://bio2rdf.org/umls:C0007222"
"DB01232"	"http://bio2rdf.org/umls:C0021053"
"DB00597"	"http://bio2rdf.org/umls:C0008031"
"DB00369"	"http://bio2rdf.org/umls:C0011603"
"DB01232"	"http://bio2rdf.org/umls:C0012833"
"DB00990"	"http://bio2rdf.org/umls:C1443060"
"DB00369"	"http://bio2rdf.org/umls:C0015397"
"DB01232"	"http://bio2rdf.org/umls:C0235431"
"DB00990"	"http://bio2rdf.org/umls:C0031350"
"DB00990"	"http://bio2rdf.org/umls:C0030193"
"DB01232"	"http://bio2rdf.org/umls:C0311468"
"DB00990"	"http://bio2rdf.org/umls:C0042963"
"DB00369"	"http://bio2rdf.org/umls:C0033687"
"DB00369"	"http://bio2rdf.org/umls:C0002871"
"DB01232"	"http://bio2rdf.org/umls:C0019080"
"DB01238"	"http://bio2rdf.org/umls:C0042373"
"DB01232"	"http://bio2rdf.org/umls:C0014742"
"DB01232"	"http://bio2rdf.org/umls:C0011991"
"DB00187"	"http://bio2rdf.org/umls:C0042963"
"DB00225"	"http://bio2rdf.org/umls:C0041969"
"DB00990"	"http://bio2rdf.org/umls:C0033774"
"DB00990"	"http://bio2rdf.org/umls:C0021053"
"DB01232"	"http://bio2rdf.org/umls:C0020517"
"DB00990"	"http://bio2rdf.org/umls:C0231528"
"DB01238"	"http://bio2rdf.org/umls:C0041912"
"DB00210"	"http://bio2rdf.org/umls:C0240211"
"DB00369"	"http://bio2rdf.org/umls:C0042963"
"DB00369"	"http://bio2rdf.org/umls:C0033774"
"DB00597"	"http://bio2rdf.org/umls:C0000737"
"DB00597"	"http://bio2rdf.org/umls:C0036974"
"DB00187"	"http://bio2rdf.org/umls:C0015967"
"DB00597"	"http://bio2rdf.org/umls:C0151828"
"DB00187"	"http://bio2rdf.org/umls:C2830004"
"DB00744"	"http://bio2rdf.org/umls:C0027497"
"DB01232"	"http://bio2rdf.org/umls:C0018681"
"DB01232"	"http://bio2rdf.org/umls:C0009806"
"DB00990"	"http://bio2rdf.org/umls:C0037199"
"DB00597"	"http://bio2rdf.org/umls:C0542571"
"DB00187"	"http://bio2rdf.org/umls:C0012833"
"DB01232"	"http://bio2rdf.org/umls:C0027765"
"DB00744"	"http://bio2rdf.org/umls:C0018681"
"DB01238"	"http://bio2rdf.org/umls:C0015967"
"DB01238"	"http://bio2rdf.org/umls:C3263723"
"DB00210"	"http://bio2rdf.org/umls:C0162285"
"DB00744"	"http://bio2rdf.org/umls:C0549373"
"DB00744"	"http://bio2rdf.org/umls:C0041912"
"DB01232"	"http://bio2rdf.org/umls:C0000737"
"DB00369"	"http://bio2rdf.org/umls:C0004093"
"DB01238"	"http://bio2rdf.org/umls:C0023066"
"DB00990"	"http://bio2rdf.org/umls:C0026858"
"DB00642"	"http://bio2rdf.org/umls:C0001824"
"DB00187"	"http://bio2rdf.org/umls:C0016382"
"DB00597"	"http://bio2rdf.org/umls:C0013378"
"DB00187"	"http://bio2rdf.org/umls:C0002994"
"DB01232"	"http://bio2rdf.org/umls:C0000731"
"DB00990"	"http://bio2rdf.org/umls:C0013604"
"DB01232"	"http://bio2rdf.org/umls:C0022346"
"DB01232"	"http://bio2rdf.org/umls:C0011603"
"DB00744"	"http://bio2rdf.org/umls:C0037199"
"DB00369"	"http://bio2rdf.org/umls:C0014742"
"DB00597"	"http://bio2rdf.org/umls:C0231218"
"DB00369"	"http://bio2rdf.org/umls:C0035078"
"DB00597"	"http://bio2rdf.org/umls:C0010200"
"DB00990"	"http://bio2rdf.org/umls:C0030196"
"DB00369"	"http://bio2rdf.org/umls:C0042075"
"DB01232"	"http://bio2rdf.org/umls:C1565489"
"DB00990"	"http://bio2rdf.org/umls:C0007286"
"DB00225"	"http://bio2rdf.org/umls:C0235431"
"DB01238"	"http://bio2rdf.org/umls:C0002792"
"DB00990"	"http://bio2rdf.org/umls:C0267792"
"DB00597"	"http://bio2rdf.org/umls:C0268000"
"DB01232"	"http://bio2rdf.org/umls:C0033774"
"DB01232"	"http://bio2rdf.org/umls:C0162429"
"DB01232"	"http://bio2rdf.org/umls:C0013404"
"DB00369"	"http://bio2rdf.org/umls:C0025061"
"DB01238"	"http://bio2rdf.org/umls:C0027947"
"DB00187"	"http://bio2rdf.org/umls:C0042109"
"DB00990"	"http://bio2rdf.org/umls:C0020555"
"DB01238"	"http://bio2rdf.org/umls:C0030193"
"DB00597"	"http://bio2rdf.org/umls:C0042963"
"DB00187"	"http://bio2rdf.org/umls:C0037274"
"DB00225"	"http://bio2rdf.org/umls:C0042075"
"DB00597"	"http://bio2rdf.org/umls:C0018681"
"DB01232"	"http://bio2rdf.org/umls:C2830004"
"DB00369"	"http://bio2rdf.org/umls:C0085593"
"DB01238"	"http://bio2rdf.org/umls:C0020651"
"DB00369"	"http://bio2rdf.org/umls:C0002792"
"DB00963"	"http://bio2rdf.org/umls:C0155169"
"DB00369"	"http://bio2rdf.org/umls:C0027765"
"DB01232"	"http://bio2rdf.org/umls:C0015523"
"DB01232"	"http://bio2rdf.org/umls:C0019158"
"DB01232"	"http://bio2rdf.org/umls:C0027497"
"DB00369"	"http://bio2rdf.org/umls:C0016382"
"DB00210"	"http://bio2rdf.org/umls:C0542571"
"DB01238"	"http://bio2rdf.org/umls:C0027769"
"DB01232"	"http://bio2rdf.org/umls:C0750394"
"DB00597"	"http://bio2rdf.org/umls:C0018790"
"DB00642"	"http://bio2rdf.org/umls:C0000737"
"DB00597"	"http://bio2rdf.org/umls:C0151610"
"DB00597"	"http://bio2rdf.org/umls:C1320474"
"DB00369"	"http://bio2rdf.org/umls:C0030193"
"DB00642"	"http://bio2rdf.org/umls:C0687713"
"DB00990"	"http://bio2rdf.org/umls:C0042109"
"DB01232"	"http://bio2rdf.org/umls:C0795692"
"DB00210"	"http://bio2rdf.org/umls:C0015256"
"DB00597"	"http://bio2rdf.org/umls:C0043144"
"DB01232"	"http://bio2rdf.org/umls:C0038325"
"DB00210"	"http://bio2rdf.org/umls:C0085624"
"DB01232"	"http://bio2rdf.org/umls:C0851578"
"DB00990"	"http://bio2rdf.org/umls:C0000737"
"DB00187"	"http://bio2rdf.org/umls:C0036572"
"DB00369"	"http://bio2rdf.org/umls:C0015624"
"DB00990"	"http://bio2rdf.org/umls:C0016655"
"DB00369"	"http://bio2rdf.org/umls:C0151747"
"DB01238"	"http://bio2rdf.org/umls:C0040460"
"DB00225"	"http://bio2rdf.org/umls:C0027765"
"DB01232"	"http://bio2rdf.org/umls:C0220982"
"DB01238"	"http://bio2rdf.org/umls:C0033774"
"DB01232"	"http://bio2rdf.org/umls:C0015230"
"DB01232"	"http://bio2rdf.org/umls:C1443060"
"DB00210"	"http://bio2rdf.org/umls:C0011606"
"DB00597"	"http://bio2rdf.org/umls:C0039070"
"DB00369"	"http://bio2rdf.org/umls:C0042109"
"DB00369"	"http://bio2rdf.org/umls:C0020517"
"DB01232"	"http://bio2rdf.org/umls:C0151905"
"DB00225"	"http://bio2rdf.org/umls:C0022660"
"DB01238"	"http://bio2rdf.org/umls:C0013390"
"DB00369"	"http://bio2rdf.org/umls:C0020621"
"DB01238"	"http://bio2rdf.org/umls:C0020517"
"DB00744"	"http://bio2rdf.org/umls:C0948594"
"DB00210"	"http://bio2rdf.org/umls:C0858797"
"DB01232"	"http://bio2rdf.org/umls:C2047937"
"DB00990"	"http://bio2rdf.org/umls:C1527344"
"DB00210"	"http://bio2rdf.org/umls:C0521491"
"DB00990"	"http://bio2rdf.org/umls:C0017178"
"DB01232"	"http://bio2rdf.org/umls:C0151908"
"DB00990"	"http://bio2rdf.org/umls:C0037274"
"DB00369"	"http://bio2rdf.org/umls:C0028841"
"DB01232"	"http://bio2rdf.org/umls:C0555724"
"DB00744"	"http://bio2rdf.org/umls:C0022346"
"DB00597"	"http://bio2rdf.org/umls:C0549249"
"DB01232"	"http://bio2rdf.org/umls:C0232461"
"DB01238"	"http://bio2rdf.org/umls:C0151905"
"DB00597"	"http://bio2rdf.org/umls:C0011168"
"DB00597"	"http://bio2rdf.org/umls:C0040409"
"DB00187"	"http://bio2rdf.org/umls:C0004093"
"DB00369"	"http://bio2rdf.org/umls:C0022660"
"DB00990"	"http://bio2rdf.org/umls:C0020517"
"DB00225"	"http://bio2rdf.org/umls:C0035078"
"DB00225"	"http://bio2rdf.org/umls:C1619692"
"DB00369"	"http://bio2rdf.org/umls:C0012833"
"DB01232"	"http://bio2rdf.org/umls:C0015672"
