"drugid"	"geneid"
"DB00543"	"1813"
"DB00623"	"1813"
"DB00679"	"1813"
"DB00714"	"1813"
"DB00726"	"1813"
"DB00734"	"1813"
"DB00831"	"1813"
"DB00850"	"1813"
"DB00875"	"1813"
"DB00915"	"1813"
"DB00934"	"1813"
"DB01069"	"1813"
"DB01100"	"1813"
"DB01142"	"1813"
"DB00678"	"185"
"DB00796"	"185"
"DB00876"	"185"
"DB00966"	"185"
"DB01029"	"185"
"DB00418"	"2554"
"DB00474"	"2554"
"DB00543"	"2554"
"DB00753"	"2554"
"DB00794"	"2554"
"DB00543"	"2554"
"DB00753"	"2554"
"DB00794"	"2554"
"DB00818"	"2554"
"DB00408"	"3358"
"DB00420"	"3358"
"DB00434"	"3358"
"DB00458"	"3358"
"DB00477"	"3358"
"DB00540"	"3358"
"DB00543"	"3358"
"DB00656"	"3358"
"DB00714"	"3358"
"DB00726"	"3358"
"DB00734"	"3358"
"DB00934"	"3358"
"DB01142"	"3358"
"DB00672"	"6833"
"DB00731"	"6833"
"DB00912"	"6833"
"DB01016"	"6833"
"DB01067"	"6833"
"DB01120"	"6833"
"DB01124"	"6833"
"DB01016"	"10060"
"DB00752"	"4129"
"DB00780"	"4129"
"DB01037"	"4129"
"DB00421"	"2908"
"DB00443"	"2908"
"DB00547"	"2908"
"DB00588"	"2908"
"DB00591"	"2908"
"DB00596"	"2908"
"DB00620"	"2908"
"DB00635"	"2908"
"DB00687"	"2908"
"DB00741"	"2908"
"DB00764"	"2908"
"DB00769"	"2908"
"DB00834"	"2908"
"DB00838"	"2908"
"DB00846"	"2908"
"DB00860"	"2908"
"DB00896"	"2908"
"DB00959"	"2908"
"DB01013"	"2908"
"DB01047"	"2908"
"DB01130"	"2908"
"DB00811"	"22978"
"DB00497"	"4985"
"DB00514"	"4985"
"DB00611"	"4985"
"DB00708"	"4985"
"DB00813"	"4985"
"DB00844"	"4985"
"DB00854"	"4985"
"DB00899"	"4985"
"DB00921"	"4985"
"DB00956"	"4985"
"DB00454"	"4986"
"DB00497"	"4986"
"DB00514"	"4986"
"DB00611"	"4986"
"DB00652"	"4986"
"DB00708"	"4986"
"DB00813"	"4986"
"DB00844"	"4986"
"DB00854"	"4986"
"DB00899"	"4986"
"DB00921"	"4986"
"DB00454"	"4988"
"DB00497"	"4988"
"DB00514"	"4988"
"DB00611"	"4988"
"DB00652"	"4988"
"DB00708"	"4988"
"DB00802"	"4988"
"DB00813"	"4988"
"DB00844"	"4988"
"DB00854"	"4988"
"DB00899"	"4988"
"DB00904"	"4988"
"DB00921"	"4988"
"DB00956"	"4988"
"DB00408"	"59340"
"DB00477"	"59340"
"DB00543"	"59340"
"DB00877"	"2280"
"DB00877"	"2475"
"DB00605"	"11251"
"DB00408"	"3361"
"DB00586"	"3785"
"DB00586"	"3786"
"DB00727"	"4881"
"DB00883"	"4881"
"DB00514"	"10280"
"DB00652"	"10280"
"DB00514"	"10280"
"DB00586"	"5320"
"DB00586"	"41"
"DB00594"	"41"
"DB00586"	"6329"
"DB00818"	"6329"
"DB00594"	"6548"
"DB00608"	"54106"
"DB01016"	"1374"
"DB00604"	"3360"
"DB00904"	"3360"
"DB00605"	"5595"
"DB00594"	"26"
"DB00594"	"40"
"DB00819"	"23632"
"DB00819"	"761"
"DB00811"	"5167"
"DB00808"	"3753"
"DB00808"	"3784"
"DB00819"	"358"
"DB01136"	"7412"
"DB00887"	"1080"
"DB01016"	"1080"
"DB01050"	"1080"
"DB01016"	"3762"
"DB01041"	"2263"
"DB00798"	"4036"
"DB00588"	"5321"
"DB01050"	"5327"
"DB01088"	"5327"
"DB00594"	"5328"
"DB00461"	"5742"
"DB00465"	"5742"
"DB00500"	"5742"
"DB00554"	"5742"
"DB00573"	"5742"
"DB00586"	"5742"
"DB00605"	"5742"
"DB00712"	"5742"
"DB00749"	"5742"
"DB00784"	"5742"
"DB00788"	"5742"
"DB00814"	"5742"
"DB00861"	"5742"
"DB00991"	"5742"
"DB01009"	"5742"
"DB01050"	"5742"
"DB00674"	"43"
"DB00514"	"116443"
"DB00915"	"116443"
"DB00949"	"116443"
"DB00494"	"1312"
"DB00811"	"132"
"DB00753"	"2890"
"DB00418"	"2891"
"DB00794"	"2891"
"DB00418"	"2898"
"DB00794"	"2898"
"DB00418"	"2902"
"DB00454"	"2902"
"DB00454"	"2903"
"DB00949"	"2903"
"DB00454"	"2904"
"DB00502"	"2904"
"DB00949"	"2904"
"DB00454"	"2905"
"DB00454"	"2906"
"DB00752"	"4128"
"DB00780"	"4128"
"DB01037"	"4128"
"DB00642"	"471"
"DB00668"	"5053"
"DB01088"	"5142"
"DB01113"	"5142"
"DB01088"	"5144"
"DB00495"	"7015"
"DB00514"	"10857"
"DB00540"	"10857"
"DB00514"	"1536"
"DB00491"	"23193"
"DB00491"	"2595"
"DB00691"	"59272"
"DB00722"	"59272"
"DB00697"	"11188"
"DB00674"	"1134"
"DB00674"	"1140"
"DB00674"	"1144"
"DB00674"	"1145"
"DB00674"	"1146"
"DB00675"	"10682"
"DB00831"	"6275"
"DB00831"	"7134"
"DB01023"	"7134"
"DB00851"	"23649"
"DB01047"	"6608"
"DB01050"	"596"
"DB00749"	"6256"
"DB00695"	"6557"
"DB00887"	"6557"
"DB00903"	"6557"
"DB01021"	"6557"
"DB00537"	"7153"
"DB00997"	"7153"
"DB01059"	"7153"
"DB01137"	"7153"
"DB00758"	"64805"
"DB00408"	"1129"
"DB00420"	"1129"
"DB00424"	"1129"
"DB00434"	"1129"
"DB00458"	"1129"
"DB00496"	"1129"
"DB00540"	"1129"
"DB00572"	"1129"
"DB00622"	"1129"
"DB00715"	"1129"
"DB00728"	"1129"
"DB00747"	"1129"
"DB00804"	"1129"
"DB00835"	"1129"
"DB00934"	"1129"
"DB00986"	"1129"
"DB01036"	"1129"
"DB01062"	"1129"
"DB01069"	"1129"
"DB00916"	"1595"
"DB00408"	"147"
"DB00420"	"147"
"DB00457"	"147"
"DB00458"	"147"
"DB00477"	"147"
"DB00540"	"147"
"DB00575"	"147"
"DB00590"	"147"
"DB00622"	"147"
"DB00668"	"147"
"DB00679"	"147"
"DB00726"	"147"
"DB00734"	"147"
"DB01136"	"147"
"DB00420"	"146"
"DB00457"	"146"
"DB00458"	"146"
"DB00540"	"146"
"DB00575"	"146"
"DB00590"	"146"
"DB00622"	"146"
"DB00668"	"146"
"DB01136"	"146"
"DB00408"	"150"
"DB00457"	"150"
"DB00484"	"150"
"DB00543"	"150"
"DB00575"	"150"
"DB00633"	"150"
"DB00656"	"150"
"DB00668"	"150"
"DB00697"	"150"
"DB00714"	"150"
"DB00726"	"150"
"DB00734"	"150"
"DB00964"	"150"
"DB00968"	"150"
"DB01018"	"150"
"DB01136"	"150"
"DB01142"	"150"
"DB00477"	"150"
"DB00540"	"150"
"DB00543"	"150"
"DB00934"	"150"
"DB00408"	"3269"
"DB00420"	"3269"
"DB00427"	"3269"
"DB00434"	"3269"
"DB00455"	"3269"
"DB00458"	"3269"
"DB00477"	"3269"
"DB00540"	"3269"
"DB00543"	"3269"
"DB00557"	"3269"
"DB00656"	"3269"
"DB00726"	"3269"
"DB00734"	"3269"
"DB00737"	"3269"
"DB00748"	"3269"
"DB00768"	"3269"
"DB00835"	"3269"
"DB00934"	"3269"
"DB00950"	"3269"
"DB00967"	"3269"
"DB00972"	"3269"
"DB00985"	"3269"
"DB01069"	"3269"
"DB01075"	"3269"
"DB01106"	"3269"
"DB01114"	"3269"
"DB00408"	"3350"
"DB00458"	"3350"
"DB00477"	"3350"
"DB00540"	"3350"
"DB00543"	"3350"
"DB00571"	"3350"
"DB00656"	"3350"
"DB00714"	"3350"
"DB00726"	"3350"
"DB00734"	"3350"
"DB00904"	"3350"
"DB00960"	"3350"
"DB00408"	"3351"
"DB00543"	"3351"
"DB00571"	"3351"
"DB00714"	"3351"
"DB00904"	"3351"
"DB00960"	"3351"
"DB00408"	"3352"
"DB00714"	"3352"
"DB00726"	"3352"
"DB00734"	"3352"
"DB00408"	"3354"
"DB00543"	"3357"
"DB00714"	"3357"
"DB00408"	"3363"
"DB00458"	"3363"
"DB00477"	"3363"
"DB00543"	"3363"
"DB00934"	"3363"
"DB00457"	"3757"
"DB00458"	"3757"
"DB00477"	"3757"
"DB00489"	"3757"
"DB00537"	"3757"
"DB00590"	"3757"
"DB00604"	"3757"
"DB00661"	"3757"
"DB00679"	"3757"
"DB00908"	"3757"
"DB01100"	"3757"
"DB01118"	"3757"
"DB01136"	"3757"
"DB00414"	"3758"
"DB00839"	"3758"
"DB01016"	"3758"
"DB01124"	"3758"
"DB00622"	"5136"
"DB01023"	"5136"
"DB00862"	"8654"
"DB00975"	"8654"
"DB00862"	"5148"
"DB00862"	"5149"
"DB00421"	"6715"
"DB00661"	"8913"
"DB00714"	"50632"
"DB00831"	"50632"
"DB00571"	"155"
"DB00668"	"155"
"DB00499"	"196"
"DB00877"	"2247"
"DB00436"	"3778"
"DB00999"	"3778"
"DB01119"	"3778"
"DB00421"	"367"
"DB00499"	"367"
"DB00621"	"367"
"DB00624"	"367"
"DB00687"	"367"
"DB00984"	"367"
"DB01026"	"367"
"DB01088"	"5739"
"DB00421"	"6462"
"DB00436"	"6559"
"DB00524"	"6559"
"DB00880"	"6559"
"DB00999"	"6559"
"DB01119"	"6559"
"DB01020"	"2977"
"DB00555"	"6326"
"DB00818"	"6326"
"DB00999"	"771"
"DB00999"	"768"
"DB00661"	"8911"
"DB01029"	"3725"
"DB00851"	"5226"
"DB00768"	"6271"
"DB00768"	"6283"
"DB00768"	"6284"
"DB00768"	"6273"
"DB00768"	"6285"
"DB00887"	"6558"
"DB00887"	"6560"
"DB00887"	"57468"
"DB01050"	"2169"
"DB00780"	"8639"
"DB01023"	"7125"
"DB01026"	"1589"
"DB01009"	"3577"
"DB01041"	"4790"
"DB06674"	"7124"
"DB08910"	"7124"
"DB01259"	"1956"
"DB05294"	"1956"
"DB09330"	"1956"
"DB00707"	"2209"
"DB01397"	"5743"
"DB01399"	"5743"
"DB01600"	"5743"
"DB08910"	"5743"
"DB00133"	"10993"
"DB00116"	"6470"
"DB00116"	"6472"
"DB01211"	"10599"
"DB00133"	"10558"
"DB00133"	"9517"
"DB06663"	"6751"
"DB06663"	"6752"
"DB06791"	"6752"
"DB06663"	"6755"
"DB06791"	"6755"
"DB00135"	"6898"
"DB00142"	"6898"
"DB05294"	"7422"
"DB00133"	"63826"
"DB00119"	"64902"
"DB00118"	"875"
"DB00133"	"875"
"DB00142"	"51166"
"DB00142"	"84706"
"DB00142"	"29968"
"DB00119"	"18"
"DB00142"	"18"
"DB01267"	"1565"
"DB01267"	"1577"
"DB00125"	"113451"
"DB00142"	"56267"
"DB00133"	"189"
"DB01259"	"2064"
"DB00142"	"2346"
"DB00116"	"10841"
"DB00142"	"10841"
"DB00142"	"2571"
"DB00130"	"2752"
"DB00142"	"2752"
"DB00128"	"2805"
"DB00142"	"2805"
"DB00128"	"2806"
"DB00142"	"2806"
"DB00142"	"2875"
"DB00117"	"3067"
"DB06822"	"3676"
"DB00129"	"4942"
"DB00127"	"4953"
"DB01268"	"5156"
"DB06589"	"5156"
"DB01268"	"5159"
"DB06589"	"5159"
"DB01185"	"5618"
"DB00131"	"5836"
"DB00142"	"586"
"DB00142"	"587"
"DB00122"	"590"
"DB01173"	"6336"
"DB04855"	"775"
"DB04920"	"775"
"DB00653"	"775"
"DB04855"	"776"
"DB04920"	"776"
"DB04855"	"779"
"DB04920"	"779"
"DB00653"	"779"
"DB00653"	"781"
"DB04855"	"783"
"DB00653"	"783"
"DB06216"	"3274"
"DB01234"	"301"
"DB01406"	"114814"
"DB01268"	"1436"
"DB01223"	"140"
"DB09071"	"4543"
"DB09071"	"4544"
"DB06616"	"6714"
"DB01285"	"1392"
"DB01277"	"3482"
"DB01277"	"3486"
"DB01285"	"4158"
"DB01278"	"10267"
"DB01278"	"10266"
"DB01278"	"10268"
"DB06589"	"3702"
"DB06616"	"5604"
"DB08865"	"4233"
"DB01189"	"2741"
"DB01236"	"2741"
"DB00142"	"2899"
"DB01242"	"2950"
"DB02901"	"3292"
"DB01189"	"4535"
"DB01236"	"4535"
"DB08864"	"8856"
"DB04855"	"6323"
"DB01189"	"27032"
"DB01236"	"27032"
"DB01144"	"759"
"DB01144"	"760"
"DB01144"	"762"
"DB01558"	"55879"
"DB01558"	"200959"
"DB01151"	"1132"
"DB01224"	"1132"
"DB01238"	"1132"
"DB01403"	"1132"
"DB01591"	"1132"
"DB06702"	"1132"
"DB08897"	"1132"
"DB09076"	"1132"
"DB01151"	"1133"
"DB01224"	"1133"
"DB01238"	"1133"
"DB01403"	"1133"
"DB01591"	"1133"
"DB06702"	"1133"
"DB08897"	"1133"
"DB09076"	"1133"
"DB01200"	"151"
"DB01224"	"151"
"DB01238"	"151"
"DB01267"	"151"
"DB01403"	"151"
"DB01577"	"151"
"DB04855"	"151"
"DB06216"	"151"
"DB01200"	"152"
"DB01224"	"152"
"DB01238"	"152"
"DB01267"	"152"
"DB01403"	"152"
"DB01577"	"152"
"DB04855"	"152"
"DB04946"	"152"
"DB06216"	"152"
"DB08815"	"152"
"DB09128"	"152"
"DB01200"	"1812"
"DB01224"	"1812"
"DB01235"	"1812"
"DB01238"	"1812"
"DB01267"	"1812"
"DB01403"	"1812"
"DB01621"	"1812"
"DB01623"	"1812"
"DB01624"	"1812"
"DB04946"	"1812"
"DB06216"	"1812"
"DB01184"	"1814"
"DB01200"	"1814"
"DB01224"	"1814"
"DB01235"	"1814"
"DB01238"	"1814"
"DB01267"	"1814"
"DB01403"	"1814"
"DB04946"	"1814"
"DB06216"	"1814"
"DB01200"	"1815"
"DB01224"	"1815"
"DB01235"	"1815"
"DB01238"	"1815"
"DB01267"	"1815"
"DB01403"	"1815"
"DB04946"	"1815"
"DB06216"	"1815"
"DB01200"	"1816"
"DB01224"	"1816"
"DB01235"	"1816"
"DB01238"	"1816"
"DB01403"	"1816"
"DB01624"	"1816"
"DB01185"	"2099"
"DB01357"	"2099"
"DB01406"	"2099"
"DB04574"	"2099"
"DB04574"	"2100"
"DB01351"	"2555"
"DB01353"	"2555"
"DB01354"	"2555"
"DB01355"	"2555"
"DB01558"	"2555"
"DB01351"	"2556"
"DB01353"	"2556"
"DB01354"	"2556"
"DB01355"	"2556"
"DB01558"	"2556"
"DB01351"	"2557"
"DB01353"	"2557"
"DB01354"	"2557"
"DB01355"	"2557"
"DB01558"	"2557"
"DB01351"	"2558"
"DB01353"	"2558"
"DB01354"	"2558"
"DB01355"	"2558"
"DB01558"	"2558"
"DB01351"	"2559"
"DB01353"	"2559"
"DB01354"	"2559"
"DB01355"	"2559"
"DB01558"	"2559"
"DB01558"	"2560"
"DB01558"	"2561"
"DB01558"	"2562"
"DB01558"	"2563"
"DB01558"	"2564"
"DB01558"	"2565"
"DB01558"	"2566"
"DB01558"	"2567"
"DB01558"	"2568"
"DB01558"	"2569"
"DB01558"	"2570"
"DB01223"	"3066"
"DB02546"	"3066"
"DB06603"	"3066"
"DB01149"	"3356"
"DB01151"	"3356"
"DB01200"	"3356"
"DB01224"	"3356"
"DB01238"	"3356"
"DB01242"	"3356"
"DB01267"	"3356"
"DB01403"	"3356"
"DB01621"	"3356"
"DB01623"	"3356"
"DB01624"	"3356"
"DB04946"	"3356"
"DB06216"	"3356"
"DB08815"	"3356"
"DB09128"	"3356"
"DB01224"	"3359"
"DB01233"	"3359"
"DB01238"	"3359"
"DB06204"	"3359"
"DB09068"	"3359"
"DB01224"	"3362"
"DB01238"	"3362"
"DB04946"	"3362"
"DB06216"	"3362"
"DB01169"	"3551"
"DB01189"	"3736"
"DB01236"	"3736"
"DB01189"	"513"
"DB01236"	"513"
"DB01166"	"5139"
"DB01223"	"5139"
"DB01144"	"766"
"DB04855"	"782"
"DB00653"	"782"
"DB00653"	"786"
"DB06603"	"9734"
"DB01162"	"81033"
"DB01162"	"90134"
"DB01395"	"5241"
"DB01406"	"5241"
"DB08881"	"673"
"DB08912"	"673"
"DB01151"	"6609"
"DB04855"	"778"
"DB04920"	"778"
"DB04855"	"784"
"DB04855"	"785"
"DB01268"	"2321"
"DB06589"	"2321"
"DB09078"	"2321"
"DB01268"	"2322"
"DB01268"	"2324"
"DB06589"	"2324"
"DB09078"	"2324"
"DB01268"	"3791"
"DB06589"	"3791"
"DB09078"	"3791"
"DB01268"	"3815"
"DB04868"	"3815"
"DB06589"	"3815"
"DB09078"	"3815"
"DB06822"	"462"
"DB08813"	"462"
"DB01395"	"4306"
"DB01158"	"476"
"DB08912"	"5894"
"DB08910"	"51185"
"DB00707"	"3949"
"DB01251"	"3764"
"DB08813"	"6403"
"DB06412"	"4879"
"DB01197"	"4048"
"DB08907"	"6523"
"DB08912"	"150094"
"DB08868"	"53637"
"DB08912"	"79858"
"DB08912"	"3984"
"DB01182"	"6331"
"DB01195"	"6331"
"DB01320"	"6331"
"DB00415"	"6564"
"DB00417"	"6564"
"DB00713"	"6564"
"DB00415"	"6565"
"DB00713"	"6565"
"DB01577"	"6571"
"DB04844"	"6571"
"DB00182"	"6571"
"DB01211"	"28234"
"DB01149"	"6530"
"DB01151"	"6530"
"DB01173"	"6530"
"DB01175"	"6530"
"DB01242"	"6530"
"DB01577"	"6530"
"DB04896"	"6530"
"DB06204"	"6530"
"DB06700"	"6530"
"DB08918"	"6530"
"DB00182"	"6530"
"DB00191"	"6530"
"DB01149"	"6531"
"DB01175"	"6531"
"DB01577"	"6531"
"DB00182"	"6531"
"DB00191"	"6531"
"DB01149"	"6532"
"DB01151"	"6532"
"DB01175"	"6532"
"DB01242"	"6532"
"DB01577"	"6532"
"DB04896"	"6532"
"DB06204"	"6532"
"DB06700"	"6532"
"DB08918"	"6532"
"DB09068"	"6532"
"DB00182"	"6532"
"DB00191"	"6532"
"DB01577"	"134864"
"DB00182"	"134864"
"DB01148"	"1128"
"DB01151"	"1128"
"DB01175"	"1128"
"DB01224"	"1128"
"DB01233"	"1128"
"DB01238"	"1128"
"DB01403"	"1128"
"DB01409"	"1128"
"DB01591"	"1128"
"DB04843"	"1128"
"DB06702"	"1128"
"DB08897"	"1128"
"DB09076"	"1128"
"DB01151"	"1131"
"DB01224"	"1131"
"DB01238"	"1131"
"DB01337"	"1131"
"DB01403"	"1131"
"DB01409"	"1131"
"DB01591"	"1131"
"DB04843"	"1131"
"DB06702"	"1131"
"DB08897"	"1131"
"DB09076"	"1131"
"DB01337"	"1135"
"DB01339"	"1135"
"DB01174"	"1137"
"DB01351"	"1137"
"DB01353"	"1137"
"DB01354"	"1137"
"DB01355"	"1137"
"DB01174"	"1139"
"DB01351"	"1139"
"DB01353"	"1139"
"DB01354"	"1139"
"DB01355"	"1139"
"DB00182"	"9607"
"DB01197"	"1636"
"DB01340"	"1636"
"DB00182"	"148"
"DB01142"	"148"
"DB01149"	"148"
"DB01162"	"148"
"DB01175"	"148"
"DB01200"	"148"
"DB01224"	"148"
"DB01238"	"148"
"DB01267"	"148"
"DB01403"	"148"
"DB01624"	"148"
"DB04855"	"148"
"DB04946"	"148"
"DB06216"	"148"
"DB01151"	"148"
"DB01151"	"153"
"DB01193"	"153"
"DB01203"	"153"
"DB01210"	"153"
"DB01214"	"153"
"DB01359"	"153"
"DB04855"	"153"
"DB04861"	"153"
"DB06216"	"153"
"DB09068"	"153"
"DB00182"	"153"
"DB01151"	"154"
"DB01193"	"154"
"DB01203"	"154"
"DB01210"	"154"
"DB01214"	"154"
"DB01274"	"154"
"DB01359"	"154"
"DB04861"	"154"
"DB05039"	"154"
"DB06216"	"154"
"DB09080"	"154"
"DB09082"	"154"
"DB01151"	"1813"
"DB01184"	"1813"
"DB01200"	"1813"
"DB01224"	"1813"
"DB01233"	"1813"
"DB01235"	"1813"
"DB01238"	"1813"
"DB01267"	"1813"
"DB01403"	"1813"
"DB01621"	"1813"
"DB01623"	"1813"
"DB01624"	"1813"
"DB04844"	"1813"
"DB04946"	"1813"
"DB06216"	"1813"
"DB08815"	"1813"
"DB09128"	"1813"
"DB00182"	"1813"
"DB08822"	"185"
"DB01169"	"207"
"DB01174"	"2554"
"DB01236"	"2554"
"DB01351"	"2554"
"DB01353"	"2554"
"DB01354"	"2554"
"DB01355"	"2554"
"DB01558"	"2554"
"DB01189"	"2554"
"DB01236"	"2554"
"DB08865"	"238"
"DB09063"	"238"
"DB01149"	"3358"
"DB01151"	"3358"
"DB01200"	"3358"
"DB01224"	"3358"
"DB01238"	"3358"
"DB01242"	"3358"
"DB01267"	"3358"
"DB01403"	"3358"
"DB06216"	"3358"
"DB01251"	"6833"
"DB01247"	"4129"
"DB01367"	"4129"
"DB01577"	"4129"
"DB00182"	"4129"
"DB00191"	"4129"
"DB04868"	"25"
"DB06616"	"25"
"DB01185"	"2908"
"DB01222"	"2908"
"DB01234"	"2908"
"DB01380"	"2908"
"DB06781"	"2908"
"DB08906"	"2908"
"DB01192"	"4985"
"DB06204"	"4985"
"DB06204"	"4986"
"DB01192"	"4988"
"DB06204"	"4988"
"DB01176"	"6783"
"DB01142"	"59340"
"DB01590"	"2475"
"DB06287"	"2475"
"DB06216"	"3361"
"DB04953"	"3785"
"DB04953"	"3786"
"DB01612"	"4881"
"DB04899"	"4881"
"DB01195"	"6329"
"DB01233"	"3360"
"DB01169"	"5595"
"DB01240"	"5740"
"DB01169"	"7296"
"DB01169"	"595"
"DB06616"	"1017"
"DB06616"	"3055"
"DB08813"	"2353"
"DB08813"	"4609"
"DB01278"	"799"
"DB01211"	"1576"
"DB01267"	"1576"
"DB00364"	"2243"
"DB09078"	"2260"
"DB09078"	"2263"
"DB06589"	"2261"
"DB09078"	"2261"
"DB09078"	"2264"
"DB01211"	"5243"
"DB00142"	"2677"
"DB01276"	"2740"
"DB06655"	"2740"
"DB09043"	"2740"
"DB09045"	"2740"
"DB01406"	"2798"
"DB06699"	"2798"
"DB06719"	"2798"
"DB06825"	"2798"
"DB01277"	"3480"
"DB01277"	"3643"
"DB01306"	"3643"
"DB01307"	"3643"
"DB01309"	"3643"
"DB08914"	"3643"
"DB06719"	"3973"
"DB06212"	"552"
"DB06212"	"554"
"DB06692"	"5340"
"DB01397"	"5742"
"DB01399"	"5742"
"DB01600"	"5742"
"DB04817"	"5742"
"DB00128"	"6035"
"DB00134"	"635"
"DB00134"	"23743"
"DB00133"	"6301"
"DB00140"	"645"
"DB00139"	"6389"
"DB00139"	"6390"
"DB00139"	"6391"
"DB00139"	"6392"
"DB00122"	"43"
"DB00139"	"6561"
"DB00139"	"9058"
"DB00119"	"6566"
"DB00119"	"6567"
"DB00119"	"9123"
"DB00119"	"9122"
"DB00119"	"9121"
"DB00119"	"9120"
"DB00119"	"9194"
"DB00128"	"6505"
"DB00142"	"6505"
"DB00142"	"6506"
"DB00142"	"6507"
"DB00142"	"6511"
"DB00142"	"6512"
"DB00139"	"1468"
"DB00128"	"8604"
"DB00128"	"10165"
"DB00129"	"10166"
"DB00142"	"83733"
"DB00138"	"6519"
"DB00121"	"8884"
"DB00123"	"6541"
"DB00125"	"6541"
"DB00129"	"6541"
"DB00138"	"23657"
"DB00142"	"23657"
"DB00123"	"6542"
"DB00129"	"6542"
"DB00123"	"84889"
"DB00125"	"84889"
"DB00129"	"84889"
"DB00123"	"6545"
"DB00125"	"6545"
"DB00129"	"6545"
"DB00138"	"11136"
"DB00132"	"6546"
"DB00127"	"6611"
"DB00139"	"8803"
"DB00139"	"8802"
"DB00139"	"8801"
"DB00135"	"7054"
"DB00136"	"7421"
"DB00132"	"7442"
"DB00135"	"8565"
"DB00128"	"790"
"DB00132"	"6785"
"DB00139"	"64849"
"DB00131"	"55902"
"DB00127"	"54498"
"DB00131"	"84532"
"DB00119"	"23539"
"DB00128"	"80150"
"DB00134"	"10988"
"DB01173"	"116443"
"DB00142"	"116443"
"DB01173"	"116444"
"DB00142"	"116444"
"DB00122"	"162466"
"DB00142"	"10404"
"DB00141"	"55577"
"DB00142"	"10157"
"DB00141"	"51172"
"DB00128"	"95"
"DB00142"	"162417"
"DB00117"	"10991"
"DB00139"	"55217"
"DB00139"	"64064"
"DB00139"	"64175"
"DB00139"	"55214"
"DB00139"	"10536"
"DB00142"	"79751"
"DB00128"	"122622"
"DB00142"	"51557"
"DB00118"	"1312"
"DB00129"	"83884"
"DB00131"	"107"
"DB00139"	"8630"
"DB00131"	"1385"
"DB00128"	"91703"
"DB00135"	"51067"
"DB00138"	"1497"
"DB00130"	"1503"
"DB00128"	"55157"
"DB00131"	"132"
"DB00128"	"1615"
"DB00128"	"159"
"DB00142"	"124454"
"DB00142"	"27165"
"DB00116"	"123263"
"DB00142"	"23549"
"DB00142"	"55191"
"DB00140"	"55312"
"DB00142"	"2028"
"DB00142"	"2058"
"DB00131"	"2180"
"DB00132"	"3992"
"DB00132"	"9415"
"DB00131"	"2203"
"DB00142"	"2356"
"DB00116"	"10840"
"DB00139"	"7915"
"DB00142"	"2572"
"DB00129"	"2628"
"DB00142"	"2729"
"DB00142"	"2730"
"DB00142"	"2744"
"DB00142"	"2746"
"DB00142"	"2747"
"DB00142"	"8833"
"DB00118"	"27232"
"DB00139"	"56670"
"DB00118"	"262"
"DB01189"	"2890"
"DB01236"	"2890"
"DB00142"	"2890"
"DB01174"	"2891"
"DB01351"	"2891"
"DB01353"	"2891"
"DB01354"	"2891"
"DB01355"	"2891"
"DB00142"	"2891"
"DB01356"	"2892"
"DB00142"	"2892"
"DB00142"	"2893"
"DB00142"	"2894"
"DB00142"	"2895"
"DB00142"	"2897"
"DB01174"	"2898"
"DB01351"	"2898"
"DB01353"	"2898"
"DB01354"	"2898"
"DB01355"	"2898"
"DB00142"	"2898"
"DB00142"	"2900"
"DB00142"	"2901"
"DB01174"	"2902"
"DB04896"	"2902"
"DB01173"	"2902"
"DB00142"	"2902"
"DB00142"	"2903"
"DB00142"	"2904"
"DB00142"	"2905"
"DB01173"	"2906"
"DB00142"	"2906"
"DB00142"	"2911"
"DB00142"	"2914"
"DB00142"	"2917"
"DB00142"	"2918"
"DB00116"	"275"
"DB00117"	"3034"
"DB00117"	"3035"
"DB00131"	"3094"
"DB00121"	"3141"
"DB00123"	"3735"
"DB00129"	"383"
"DB00125"	"384"
"DB00129"	"384"
"DB00128"	"4069"
"DB01171"	"4128"
"DB01247"	"4128"
"DB01577"	"4128"
"DB00191"	"4128"
"DB00118"	"4143"
"DB00118"	"4144"
"DB00121"	"56922"
"DB00121"	"64087"
"DB00116"	"4522"
"DB00116"	"10797"
"DB00116"	"4524"
"DB00125"	"435"
"DB00116"	"4548"
"DB00134"	"4548"
"DB00134"	"4552"
"DB00128"	"440"
"DB00142"	"440"
"DB00128"	"443"
"DB00128"	"444"
"DB00139"	"444"
"DB00125"	"445"
"DB00128"	"445"
"DB00141"	"4669"
"DB01234"	"4843"
"DB00125"	"4843"
"DB00125"	"4846"
"DB00116"	"471"
"DB00129"	"4946"
"DB00129"	"4947"
"DB00129"	"51686"
"DB00142"	"26873"
"DB00121"	"31"
"DB00121"	"32"
"DB00129"	"5009"
"DB00139"	"5019"
"DB01275"	"5033"
"DB00139"	"5033"
"DB00139"	"8974"
"DB00128"	"10606"
"DB00119"	"5091"
"DB00121"	"5091"
"DB00121"	"5095"
"DB00121"	"5096"
"DB00122"	"5130"
"DB00122"	"9468"
"DB00131"	"5142"
"DB00131"	"5144"
"DB00119"	"5162"
"DB00142"	"5188"
"DB00142"	"5198"
"DB00131"	"5292"
"DB00119"	"5313"
"DB00119"	"5315"
"DB00122"	"5337"
"DB00122"	"5338"
"DB00139"	"5351"
"DB00139"	"8985"
"DB00130"	"5471"
"DB00141"	"2683"
"DB00141"	"8704"
"DB00141"	"8703"
"DB00141"	"8702"
"DB00131"	"5562"
"DB00131"	"5564"
"DB00131"	"5565"
