"drugid"	"geneid"
"DB00143"	"221357"
"DB00148"	"1152"
"DB00148"	"1158"
"DB00148"	"1160"
"DB00162"	"145226"
"DB00162"	"112724"
"DB00162"	"57665"
"DB00160"	"16"
"DB00157"	"126328"
"DB00155"	"353238"
"DB00160"	"57505"
"DB00157"	"92483"
"DB00143"	"119391"
"DB00170"	"79001"
"DB00157"	"55967"
"DB00145"	"219970"
"DB00143"	"51060"
"DB00157"	"26330"
"DB00157"	"124"
"DB00157"	"125"
"DB00157"	"126"
"DB00157"	"127"
"DB00157"	"128"
"DB00157"	"131"
"DB00151"	"79587"
"DB00157"	"1586"
"DB00162"	"54884"
"DB00155"	"23576"
"DB00155"	"23564"
"DB00157"	"160287"
"DB00144"	"8527"
"DB00144"	"1608"
"DB00157"	"1717"
"DB08642"	"1719"
"DB00157"	"1719"
"DB01131"	"1719"
"DB00157"	"1727"
"DB00170"	"1728"
"DB00157"	"1737"
"DB00157"	"1738"
"DB00167"	"55699"
"DB00157"	"56901"
"DB00157"	"29920"
"DB00145"	"92292"
"DB00156"	"80222"
"DB00148"	"548596"
"DB00157"	"1962"
"DB00144"	"55627"
"DB00143"	"493869"
"DB00143"	"2098"
"DB00157"	"7923"
"DB00158"	"2350"
"DB00158"	"2352"
"DB00157"	"231"
"DB00157"	"1645"
"DB00157"	"1646"
"DB00157"	"8644"
"DB00157"	"1109"
"DB00145"	"212"
"DB00157"	"216"
"DB00162"	"216"
"DB00157"	"224"
"DB00157"	"217"
"DB00157"	"218"
"DB00157"	"8659"
"DB00157"	"219"
"DB00157"	"220"
"DB00162"	"220"
"DB00157"	"221"
"DB00157"	"222"
"DB00157"	"223"
"DB00148"	"2593"
"DB00157"	"2597"
"DB00145"	"2617"
"DB00145"	"2653"
"DB00143"	"2678"
"DB00143"	"2739"
"DB00145"	"2741"
"DB01159"	"2741"
"DB01381"	"2741"
"DB00228"	"2741"
"DB00145"	"2742"
"DB00145"	"8001"
"DB00145"	"2743"
"DB00143"	"2745"
"DB00795"	"240"
"DB00157"	"2819"
"DB00145"	"2841"
"DB00143"	"2876"
"DB00143"	"2877"
"DB00143"	"2878"
"DB00143"	"2879"
"DB00143"	"2880"
"DB00143"	"257202"
"DB00143"	"2882"
"DB00143"	"2936"
"DB00157"	"2936"
"DB00143"	"2937"
"DB00145"	"2937"
"DB00151"	"2937"
"DB00143"	"2938"
"DB00143"	"2939"
"DB00143"	"2940"
"DB00143"	"2941"
"DB00143"	"2944"
"DB00143"	"2946"
"DB00143"	"2947"
"DB00143"	"2948"
"DB00143"	"2949"
"DB00143"	"2950"
"DB04339"	"2950"
"DB00143"	"2952"
"DB00143"	"2954"
"DB00157"	"9563"
"DB00157"	"3033"
"DB00157"	"3028"
"DB00157"	"3030"
"DB00143"	"3029"
"DB00157"	"11112"
"DB00157"	"3156"
"DB00157"	"3162"
"DB00157"	"3163"
"DB00157"	"3248"
"DB00157"	"3290"
"DB00157"	"3291"
"DB00157"	"3292"
"DB00157"	"3294"
"DB00157"	"3293"
"DB00157"	"3295"
"DB00157"	"51478"
"DB00157"	"3283"
"DB00157"	"3284"
"DB00167"	"3376"
"DB00157"	"3419"
"DB00157"	"3420"
"DB00157"	"3421"
"DB00157"	"3614"
"DB00157"	"3615"
"DB00149"	"51520"
"DB00157"	"3939"
"DB00157"	"3945"
"DB00157"	"3948"
"DB00162"	"9227"
"DB00143"	"4056"
"DB00157"	"4190"
"DB00157"	"4191"
"DB00157"	"4199"
"DB00157"	"4200"
"DB00157"	"10873"
"DB00151"	"4255"
"DB00143"	"4257"
"DB00143"	"4258"
"DB00143"	"4259"
"DB00157"	"4329"
"DB00157"	"4535"
"DB01159"	"4535"
"DB00157"	"4536"
"DB00157"	"4537"
"DB00157"	"4538"
"DB00157"	"4539"
"DB00157"	"4540"
"DB00157"	"4541"
"DB00157"	"4694"
"DB00157"	"4705"
"DB00157"	"4695"
"DB00157"	"4696"
"DB00157"	"4697"
"DB00157"	"4698"
"DB00157"	"4700"
"DB00157"	"4701"
"DB00157"	"4702"
"DB00157"	"4704"
"DB00157"	"4706"
"DB00157"	"4707"
"DB00157"	"4716"
"DB00157"	"4708"
"DB00157"	"4709"
"DB00157"	"4710"
"DB00157"	"4711"
"DB00157"	"4712"
"DB00157"	"4713"
"DB00157"	"4714"
"DB00157"	"4715"
"DB00157"	"4717"
"DB00157"	"4718"
"DB00157"	"4719"
"DB00157"	"4720"
"DB00157"	"4722"
"DB00157"	"4724"
"DB00157"	"4725"
"DB00157"	"4726"
"DB00157"	"374291"
"DB00157"	"4728"
"DB00157"	"4723"
"DB00157"	"4729"
"DB00157"	"4731"
"DB00157"	"4835"
"DB00170"	"4835"
"DB00157"	"23530"
"DB00155"	"4842"
"DB00157"	"4967"
"DB00157"	"501"
"DB00157"	"5160"
"DB00157"	"5161"
"DB00147"	"8566"
"DB00165"	"8566"
"DB00157"	"26227"
"DB00144"	"23761"
"DB00157"	"35"
"DB00167"	"36"
"DB08560"	"5468"
"DB00795"	"5468"
"DB00145"	"570"
"DB00144"	"5578"
"DB00144"	"9791"
"DB00157"	"5831"
"DB00157"	"5860"
"DB00162"	"5947"
"DB00459"	"5947"
"DB00162"	"5949"
"DB00157"	"5959"
"DB00162"	"5959"
"DB01438"	"6323"
"DB00228"	"27032"
"DB01159"	"27032"
"DB00836"	"773"
"DB00801"	"200959"
"DB01559"	"200959"
"DB01567"	"200959"
"DB01594"	"200959"
"DB00795"	"1147"
"DB00292"	"151"
"DB08595"	"2099"
"DB06401"	"2099"
"DB00801"	"2555"
"DB01544"	"2555"
"DB01559"	"2555"
"DB01567"	"2555"
"DB01594"	"2555"
"DB00801"	"2556"
"DB01544"	"2556"
"DB01559"	"2556"
"DB01567"	"2556"
"DB01594"	"2556"
"DB01544"	"2557"
"DB00801"	"2558"
"DB01544"	"2558"
"DB01559"	"2558"
"DB01567"	"2558"
"DB01594"	"2558"
"DB01544"	"2559"
"DB00801"	"2560"
"DB01559"	"2560"
"DB01567"	"2560"
"DB01587"	"2560"
"DB01594"	"2560"
"DB00801"	"2561"
"DB01381"	"2561"
"DB01559"	"2561"
"DB01567"	"2561"
"DB01594"	"2561"
"DB00801"	"2562"
"DB01559"	"2562"
"DB01567"	"2562"
"DB01594"	"2562"
"DB00801"	"2563"
"DB01559"	"2563"
"DB01567"	"2563"
"DB01587"	"2563"
"DB01594"	"2563"
"DB00801"	"2564"
"DB01559"	"2564"
"DB01567"	"2564"
"DB01587"	"2564"
"DB01594"	"2564"
"DB00801"	"2565"
"DB01559"	"2565"
"DB01567"	"2565"
"DB01587"	"2565"
"DB01594"	"2565"
"DB00801"	"2566"
"DB01381"	"2566"
"DB01559"	"2566"
"DB01567"	"2566"
"DB01594"	"2566"
"DB00801"	"2567"
"DB01559"	"2567"
"DB01567"	"2567"
"DB01594"	"2567"
"DB00801"	"2568"
"DB01559"	"2568"
"DB01567"	"2568"
"DB01594"	"2568"
"DB00801"	"2569"
"DB01559"	"2569"
"DB01567"	"2569"
"DB01594"	"2569"
"DB00801"	"2570"
"DB01559"	"2570"
"DB01567"	"2570"
"DB01594"	"2570"
"DB00247"	"3356"
"DB00795"	"3551"
"DB00228"	"3736"
"DB00228"	"3783"
"DB01110"	"3783"
"DB01159"	"3783"
"DB00228"	"513"
"DB01159"	"513"
"DB00235"	"5139"
"DB08811"	"5139"
"DB00254"	"567"
"DB00293"	"7298"
"DB00650"	"7298"
"DB01110"	"81033"
"DB01110"	"90134"
"DB08553"	"673"
"DB08529"	"9453"
"DB08519"	"3791"
"DB00836"	"801"
"DB01611"	"51284"
"DB06795"	"765"
"DB01117"	"1723"
"DB01110"	"3779"
"DB01110"	"10242"
"DB01110"	"27094"
"DB01110"	"27345"
"DB01110"	"3780"
"DB01110"	"3781"
"DB01110"	"3782"
"DB08549"	"5770"
"DB08591"	"5770"
"DB08593"	"5770"
"DB05676"	"3458"
"DB08889"	"5699"
"DB08889"	"5696"
"DB08889"	"5698"
"DB00170"	"632"
"DB00776"	"6331"
"DB01212"	"6564"
"DB00226"	"6530"
"DB00234"	"6530"
"DB01381"	"6530"
"DB01544"	"706"
"DB01587"	"706"
"DB08597"	"90"
"DB00170"	"154807"
"DB00298"	"148"
"DB08558"	"153"
"DB00801"	"2554"
"DB01159"	"2554"
"DB01381"	"2554"
"DB01559"	"2554"
"DB01567"	"2554"
"DB01587"	"2554"
"DB01594"	"2554"
"DB00292"	"2554"
"DB00228"	"2554"
"DB00801"	"2554"
"DB01159"	"2554"
"DB00292"	"2554"
"DB00247"	"3358"
"DB08516"	"4129"
"DB08583"	"25"
"DB00253"	"2908"
"DB00836"	"4985"
"DB00836"	"4986"
"DB00836"	"4988"
"DB00170"	"8858"
"DB08515"	"5682"
"DB08515"	"5683"
"DB08515"	"5684"
"DB08515"	"5685"
"DB08515"	"5686"
"DB08515"	"5687"
"DB08515"	"5688"
"DB08515"	"5689"
"DB08889"	"5689"
"DB08515"	"5690"
"DB08889"	"5690"
"DB08515"	"5691"
"DB08515"	"5692"
"DB08515"	"5693"
"DB08889"	"5693"
"DB08515"	"5694"
"DB08515"	"5695"
"DB08520"	"2280"
"DB08597"	"2280"
"DB01381"	"5320"
"DB01611"	"54106"
"DB00613"	"3176"
"DB08557"	"3320"
"DB08575"	"4311"
"DB08626"	"4311"
"DB00795"	"6916"
"DB00795"	"5319"
"DB00795"	"38"
"DB08632"	"3043"
"DB01159"	"3760"
"DB01159"	"3763"
"DB01159"	"6010"
"DB01159"	"387129"
"DB01159"	"54331"
"DB08527"	"1017"
"DB08531"	"1017"
"DB08532"	"1017"
"DB08533"	"1017"
"DB08534"	"1017"
"DB08535"	"1017"
"DB08536"	"1017"
"DB08537"	"1017"
"DB08538"	"1017"
"DB08539"	"1017"
"DB08572"	"1017"
"DB08594"	"1513"
"DB08614"	"1990"
"DB08640"	"1990"
"DB08641"	"1990"
"DB08562"	"3514"
"DB08555"	"5602"
"DB08521"	"1432"
"DB08522"	"1432"
"DB08550"	"5409"
"DB08631"	"5409"
"DB08510"	"3501"
"DB08547"	"3501"
"DB08618"	"3501"
"DB00170"	"2159"
"DB00170"	"2155"
"DB00170"	"2158"
"DB08577"	"2260"
"DB00170"	"2677"
"DB08513"	"3643"
"DB00170"	"5624"
"DB00154"	"5742"
"DB00795"	"5742"
"DB01435"	"5742"
"DB08596"	"6035"
"DB00157"	"645"
"DB08615"	"43"
"DB01212"	"9376"
"DB00795"	"23657"
"DB00160"	"23428"
"DB00146"	"7421"
"DB00153"	"7421"
"DB00169"	"7421"
"DB00168"	"7442"
"DB08617"	"8565"
"DB08633"	"10988"
"DB01159"	"116443"
"DB00145"	"116444"
"DB01159"	"116444"
"DB00157"	"10157"
"DB00293"	"2356"
"DB00157"	"7915"
"DB00145"	"2628"
"DB00151"	"2729"
"DB00151"	"2730"
"DB00157"	"2746"
"DB00157"	"2747"
"DB00145"	"27232"
"DB00228"	"2890"
"DB00145"	"2903"
"DB01159"	"2903"
"DB00145"	"2905"
"DB00157"	"275"
"DB08558"	"3938"
"DB00157"	"4522"
"DB00157"	"10797"
"DB00155"	"445"
"DB00155"	"4843"
"DB01110"	"4843"
"DB00155"	"4846"
"DB01110"	"4846"
"DB05676"	"4846"
"DB00155"	"5009"
"DB00161"	"5096"
"DB05676"	"5142"
"DB05676"	"5144"
"DB00157"	"5162"
"DB00518"	"7846"
"DB00643"	"7846"
"DB00518"	"10383"
"DB00643"	"10383"
"DB05676"	"3558"
"DB00836"	"5443"
"DB08530"	"1803"
"DB08588"	"1803"
"DB08513"	"5594"
"DB08521"	"5594"
"DB08601"	"6256"
"DB00459"	"6256"
"DB00523"	"6256"
"DB00459"	"6257"
"DB00523"	"6257"
"DB00459"	"6258"
"DB00523"	"6258"
"DB01011"	"1584"
"DB00298"	"147"
"DB00298"	"146"
"DB00247"	"3350"
"DB00247"	"3351"
"DB00247"	"3354"
"DB00247"	"3355"
"DB00247"	"3357"
"DB00247"	"3363"
"DB01110"	"3757"
"DB00459"	"5914"
"DB00523"	"5914"
"DB00982"	"5914"
"DB00459"	"5915"
"DB00523"	"5915"
"DB00459"	"5916"
"DB00523"	"5916"
"DB08632"	"3039"
"DB01110"	"3778"
"DB01159"	"3778"
"DB00435"	"2977"
"DB01159"	"3777"
"DB01159"	"51305"
"DB08599"	"4321"
"DB08561"	"4322"
"DB08643"	"4314"
"DB00759"	"5621"
"DB08811"	"5138"
"DB08620"	"89832"
"DB08565"	"1504"
"DB08566"	"1504"
"DB08562"	"3500"
"DB08595"	"10499"
"DB08601"	"10499"
"DB08568"	"5569"
"DB08569"	"5569"
"DB08605"	"1666"
"DB08611"	"1520"
"DB08629"	"498"
"DB08629"	"506"
"DB08629"	"509"
"DB08613"	"9759"
"DB01269"	"1956"
"DB00530"	"1956"
"DB01123"	"2147"
"DB07897"	"2147"
"DB07934"	"2147"
"DB07944"	"2147"
"DB07946"	"2147"
"DB08061"	"2147"
"DB08062"	"2147"
"DB00469"	"5743"
"DB00821"	"5743"
"DB00936"	"5743"
"DB00939"	"5743"
"DB09217"	"5743"
"DB08885"	"7422"
"DB07950"	"883"
"DB00313"	"18"
"DB00184"	"1588"
"DB08060"	"189"
"DB07887"	"2160"
"DB00171"	"8647"
"DB00171"	"1244"
"DB08888"	"2"
"DB00172"	"5478"
"DB00172"	"10105"
"DB00464"	"5627"
"DB00172"	"11212"
"DB07968"	"5836"
"DB08844"	"5836"
"DB07949"	"5837"
"DB00733"	"590"
"DB00941"	"590"
"DB00944"	"590"
"DB01226"	"590"
"DB07940"	"590"
"DB00382"	"590"
"DB00449"	"590"
"DB00473"	"6336"
"DB00279"	"7067"
"DB00279"	"7068"
"DB00640"	"136"
"DB00940"	"3274"
"DB00501"	"3274"
"DB00920"	"5141"
"DB00651"	"5141"
"DB00640"	"140"
"DB00920"	"5143"
"DB00651"	"5143"
"DB00920"	"5150"
"DB07954"	"5150"
"DB00651"	"5150"
"DB00920"	"27115"
"DB00651"	"27115"
"DB01094"	"6646"
"DB07966"	"6714"
"DB08052"	"6714"
"DB08053"	"6714"
"DB08054"	"6714"
"DB08055"	"3932"
"DB08056"	"3932"
"DB08057"	"3932"
"DB08846"	"6850"
"DB07888"	"4282"
"DB08059"	"5294"
"DB07947"	"5566"
"DB07995"	"5566"
"DB07996"	"5566"
"DB07997"	"5566"
"DB08070"	"5566"
"DB08073"	"5566"
"DB08846"	"5566"
"DB07907"	"54363"
"DB08911"	"5604"
"DB07969"	"4233"
"DB07917"	"27306"
"DB01213"	"124"
"DB01213"	"125"
"DB01213"	"126"
"DB00172"	"29920"
"DB07999"	"231"
"DB08000"	"231"
"DB00936"	"1645"
"DB07931"	"1645"
"DB00536"	"217"
"DB00822"	"217"
"DB00536"	"2593"
"DB00466"	"2742"
"DB00466"	"8001"
"DB00471"	"240"
"DB00711"	"240"
"DB00939"	"240"
"DB00179"	"240"
"DB01108"	"3283"
"DB01108"	"3284"
"DB08018"	"4842"
"DB08019"	"4842"
"DB00530"	"8856"
"DB00313"	"4967"
"DB00313"	"36"
"DB08078"	"5467"
"DB08915"	"5468"
"DB08846"	"5578"
"DB08846"	"5579"
"DB00172"	"5831"
"DB01121"	"6323"
"DB00273"	"6323"
"DB00313"	"6323"
"DB07950"	"30814"
"DB07958"	"30814"
"DB08846"	"759"
"DB00311"	"759"
"DB00423"	"759"
"DB00606"	"759"
"DB00774"	"759"
"DB08046"	"760"
"DB08846"	"760"
"DB00273"	"760"
"DB00311"	"760"
"DB00606"	"760"
"DB00774"	"760"
"DB08846"	"762"
"DB00273"	"762"
"DB00311"	"762"
"DB00606"	"762"
"DB00774"	"762"
"DB00230"	"773"
"DB00231"	"55879"
"DB00683"	"55879"
"DB00690"	"55879"
"DB00829"	"55879"
"DB00231"	"200959"
"DB00683"	"200959"
"DB00690"	"200959"
"DB00725"	"1132"
"DB00767"	"1132"
"DB00725"	"1133"
"DB00767"	"1133"
"DB00248"	"151"
"DB00413"	"151"
"DB00696"	"151"
"DB08838"	"152"
"DB00248"	"152"
"DB00413"	"152"
"DB00248"	"1812"
"DB00397"	"1812"
"DB00413"	"1812"
"DB00508"	"1812"
"DB00248"	"1812"
"DB00696"	"1812"
"DB09207"	"1814"
"DB00248"	"1814"
"DB00391"	"1814"
"DB00409"	"1814"
"DB00413"	"1814"
"DB00248"	"1815"
"DB00409"	"1815"
"DB00413"	"1815"
"DB00248"	"1816"
"DB00413"	"1816"
"DB01108"	"2099"
"DB07932"	"2099"
"DB07933"	"2099"
"DB07991"	"2099"
"DB08020"	"2099"
"DB08047"	"2099"
"DB08048"	"2099"
"DB00255"	"2099"
"DB01108"	"2100"
"DB07933"	"2100"
"DB08020"	"2100"
"DB00255"	"2100"
"DB00306"	"2555"
"DB00463"	"2555"
"DB00231"	"2555"
"DB00371"	"2555"
"DB00402"	"2555"
"DB00425"	"2555"
"DB00683"	"2555"
"DB00690"	"2555"
"DB00829"	"2555"
"DB00306"	"2556"
"DB00463"	"2556"
"DB00231"	"2556"
"DB00371"	"2556"
"DB00402"	"2556"
"DB00425"	"2556"
"DB00683"	"2556"
"DB00690"	"2556"
"DB00829"	"2556"
"DB00306"	"2557"
"DB00463"	"2557"
"DB00231"	"2557"
"DB00371"	"2557"
"DB00683"	"2557"
"DB00690"	"2557"
"DB00306"	"2558"
"DB01205"	"2558"
"DB00463"	"2558"
"DB00231"	"2558"
"DB00371"	"2558"
"DB00402"	"2558"
"DB00683"	"2558"
"DB00690"	"2558"
"DB00829"	"2558"
"DB00306"	"2559"
"DB00463"	"2559"
"DB00231"	"2559"
"DB00371"	"2559"
"DB00683"	"2559"
"DB00690"	"2559"
"DB00231"	"2560"
"DB00683"	"2560"
"DB00690"	"2560"
"DB00829"	"2560"
"DB00231"	"2561"
"DB00683"	"2561"
"DB00690"	"2561"
"DB00829"	"2561"
"DB00231"	"2562"
"DB00683"	"2562"
"DB00690"	"2562"
"DB00829"	"2562"
"DB00231"	"2563"
"DB00683"	"2563"
"DB00690"	"2563"
"DB00829"	"2563"
"DB00231"	"2564"
"DB00683"	"2564"
"DB00690"	"2564"
"DB00829"	"2564"
"DB00231"	"2565"
"DB00683"	"2565"
"DB00690"	"2565"
"DB00829"	"2565"
"DB01205"	"2566"
"DB00231"	"2566"
"DB00683"	"2566"
"DB00690"	"2566"
"DB00829"	"2566"
"DB00231"	"2567"
"DB00683"	"2567"
"DB00690"	"2567"
"DB00829"	"2567"
"DB00231"	"2568"
"DB00683"	"2568"
"DB00690"	"2568"
"DB00829"	"2568"
"DB00466"	"2569"
"DB00231"	"2569"
"DB00683"	"2569"
"DB00690"	"2569"
"DB00829"	"2569"
"DB00231"	"2570"
"DB00683"	"2570"
"DB00690"	"2570"
"DB00829"	"2570"
"DB00313"	"3066"
"DB08927"	"3356"
"DB00248"	"3356"
"DB00409"	"3356"
"DB00413"	"3356"
"DB00696"	"3356"
"DB01199"	"3359"
"DB00377"	"3359"
"DB00922"	"3767"
"DB00922"	"5139"
"DB08846"	"766"
"DB00311"	"766"
"DB00313"	"9734"
"DB08838"	"774"
"DB00403"	"886"
"DB08042"	"3791"
"DB01134"	"4306"
"DB01092"	"476"
"DB00774"	"476"
"DB08039"	"801"
"DB00471"	"10800"
"DB00716"	"10800"
"DB00470"	"1268"
"DB00486"	"1268"
"DB00470"	"1269"
"DB00486"	"1269"
"DB00735"	"6713"
"DB01091"	"6713"
"DB08846"	"6713"
"DB00716"	"57105"
"DB00716"	"2357"
"DB00716"	"5729"
"DB08846"	"763"
"DB08846"	"11238"
"DB08846"	"765"
"DB00914"	"3764"
"DB00922"	"3764"
"DB00920"	"5151"
"DB07954"	"5151"
"DB00920"	"8622"
"DB01094"	"8435"
"DB07975"	"1723"
"DB07976"	"1723"
"DB07977"	"1723"
"DB07978"	"1723"
"DB08006"	"1723"
"DB08008"	"1723"
"DB01094"	"4547"
"DB08001"	"5770"
"DB08003"	"5770"
"DB01213"	"847"
"DB08040"	"4048"
"DB08080"	"57591"
"DB08009"	"57172"
"DB07912"	"58478"
"DB08080"	"84501"
"DB07970"	"2045"
"DB08038"	"5650"
"DB07908"	"5216"
"DB08838"	"9311"
"DB08848"	"6539"
"DB08848"	"6540"
"DB08885"	"7423"
"DB08908"	"9817"
"DB08888"	"2335"
"DB08890"	"2984"
"DB08885"	"5228"
"DB08888"	"5345"
"DB09302"	"255738"
"DB00473"	"6331"
"DB01228"	"6331"
"DB00192"	"6331"
"DB00754"	"6331"
"DB00386"	"6571"
"DB01089"	"6571"
"DB00171"	"291"
"DB00172"	"11254"
"DB01105"	"6530"
"DB00422"	"6530"
"DB00696"	"6530"
"DB01105"	"6531"
"DB00422"	"6531"
"DB01105"	"6532"
"DB00422"	"6532"
"DB00172"	"6534"
"DB00173"	"6733"
"DB00186"	"706"
"DB00231"	"706"
"DB00402"	"706"
"DB00628"	"706"
"DB00173"	"52"
"DB01090"	"57053"
"DB01116"	"57053"
"DB00184"	"57053"
"DB08837"	"55584"
"DB00184"	"55584"
"DB00171"	"65061"
"DB00172"	"9360"
"DB00172"	"10465"
"DB00183"	"887"
"DB00184"	"8973"
"DB00171"	"90"
"DB00171"	"91"
"DB00171"	"94"
"DB00173"	"55825"
"DB00171"	"10188"
"DB00383"	"1128"
"DB00392"	"1128"
"DB01085"	"1128"
"DB00462"	"1128"
"DB00725"	"1128"
"DB00940"	"1128"
"DB00942"	"1128"
"DB01231"	"1128"
"DB00185"	"1128"
"DB00411"	"1128"
"DB00508"	"1128"
"DB00767"	"1128"
"DB00771"	"1128"
"DB00383"	"1131"
"DB01085"	"1131"
"DB00462"	"1131"
"DB00725"	"1131"
"DB00729"	"1131"
"DB01226"	"1131"
"DB01231"	"1131"
"DB00185"	"1131"
"DB00767"	"1131"
"DB00483"	"1135"
"DB01135"	"1135"
"DB01199"	"1135"
"DB01226"	"1135"
"DB01245"	"1135"
"DB00184"	"1135"
"DB00411"	"1135"
"DB01090"	"1136"
"DB01227"	"1136"
"DB00184"	"1136"
"DB00306"	"1137"
"DB00463"	"1137"
"DB00184"	"1137"
"DB00184"	"1138"
"DB00306"	"1139"
"DB00463"	"1139"
"DB00184"	"1139"
"DB00184"	"1141"
"DB00184"	"1142"
"DB01090"	"1143"
"DB01227"	"1143"
"DB00184"	"1143"
"DB00172"	"112849"
"DB00172"	"65263"
"DB00174"	"79731"
"DB08836"	"1636"
"DB09202"	"148"
"DB00211"	"148"
"DB00248"	"148"
"DB00397"	"148"
"DB00449"	"148"
"DB00610"	"148"
"DB00696"	"148"
"DB00723"	"148"
"DB01102"	"153"
"DB00248"	"153"
"DB00397"	"153"
"DB01102"	"154"
"DB00248"	"154"
"DB00397"	"154"
"DB00449"	"154"
"DB00816"	"154"
"DB00171"	"156"
"DB00171"	"19"
"DB00171"	"157"
"DB09207"	"1813"
"DB00248"	"1813"
"DB00391"	"1813"
"DB00409"	"1813"
"DB00413"	"1813"
"DB00490"	"1813"
"DB00508"	"1813"
"DB00696"	"1813"
"DB00172"	"25973"
"DB00171"	"10939"
"DB00171"	"207"
"DB08891"	"2550"
"DB08892"	"2550"
"DB00181"	"2550"
"DB00306"	"2554"
"DB01205"	"2554"
"DB00463"	"2554"
"DB00466"	"2554"
"DB01107"	"2554"
"DB00231"	"2554"
"DB00273"	"2554"
"DB00371"	"2554"
"DB00402"	"2554"
"DB00425"	"2554"
"DB00683"	"2554"
"DB00690"	"2554"
"DB00829"	"2554"
"DB00306"	"2554"
"DB01205"	"2554"
"DB00463"	"2554"
"DB01107"	"2554"
"DB00186"	"2554"
"DB00189"	"2554"
"DB00231"	"2554"
"DB00273"	"2554"
"DB00349"	"2554"
"DB00371"	"2554"
"DB00402"	"2554"
"DB00404"	"2554"
"DB00475"	"2554"
"DB00628"	"2554"
"DB00171"	"238"
"DB08891"	"9568"
"DB08892"	"9568"
"DB00181"	"9568"
"DB00171"	"269"
"DB00248"	"3358"
"DB00413"	"3358"
"DB00696"	"3358"
"DB00171"	"317"
"DB00171"	"6833"
"DB00171"	"10060"
"DB00171"	"8883"
"DB00171"	"369"
"DB00171"	"9619"
"DB00173"	"4507"
"DB00171"	"439"
"DB08043"	"25"
"DB00171"	"25"
"DB00174"	"4677"
"DB00171"	"27"
"DB00180"	"2908"
"DB00171"	"22978"
"DB00704"	"4985"
"DB06800"	"4986"
"DB01209"	"4986"
"DB00704"	"4986"
"DB06800"	"4988"
"DB00913"	"4988"
"DB01209"	"4988"
"DB01227"	"4988"
"DB00704"	"4988"
"DB00172"	"5479"
"DB00172"	"5480"
"DB00172"	"5625"
"DB00939"	"3785"
"DB00939"	"3786"
"DB00409"	"10280"
"DB00704"	"10280"
"DB08915"	"5465"
"DB00606"	"486"
"DB00716"	"3320"
"DB07877"	"3320"
"DB08846"	"23632"
"DB08846"	"761"
"DB00820"	"50940"
"DB08077"	"3043"
"DB07950"	"6500"
"DB07889"	"1017"
"DB07936"	"1017"
"DB07982"	"1017"
"DB08066"	"1017"
"DB08846"	"1457"
"DB07913"	"8722"
"DB07965"	"1513"
"DB07967"	"1513"
"DB07955"	"1990"
"DB07956"	"1990"
"DB07957"	"1990"
"DB08007"	"1990"
"DB07882"	"3514"
"DB07893"	"3514"
"DB07909"	"3514"
"DB08005"	"5602"
"DB08010"	"5602"
"DB08011"	"5602"
"DB08015"	"5602"
"DB08021"	"5602"
"DB08023"	"5602"
"DB08025"	"5602"
"DB08026"	"5602"
"DB07941"	"1432"
"DB07942"	"1432"
"DB07943"	"1432"
"DB08064"	"1432"
"DB08068"	"1432"
"DB07906"	"5409"
"DB03793"	"1610"
"DB07979"	"1610"
"DB00437"	"7498"
"DB08894"	"2057"
"DB08923"	"2057"
"DB07973"	"2159"
"DB07974"	"2159"
"DB00171"	"5243"
"DB01125"	"2677"
"DB08072"	"5328"
"DB00464"	"5624"
"DB00469"	"5742"
"DB00821"	"5742"
"DB00711"	"5742"
"DB00936"	"5742"
"DB00939"	"5742"
"DB07981"	"5742"
"DB07983"	"5742"
"DB07984"	"5742"
"DB00536"	"6035"
"DB00483"	"43"
"DB00733"	"43"
"DB00944"	"43"
"DB01122"	"43"
"DB01199"	"43"
"DB01245"	"43"
"DB00382"	"43"
"DB00449"	"43"
"DB00174"	"6510"
"DB00765"	"7054"
"DB02300"	"7421"
"DB00171"	"55902"
"DB00171"	"84532"
"DB00174"	"80150"
"DB00392"	"116443"
"DB00174"	"10991"
"DB00184"	"1103"
"DB00172"	"64175"
"DB00172"	"55214"
"DB00172"	"10536"
"DB08049"	"1312"
"DB00323"	"1312"
"DB00171"	"107"
"DB00822"	"1621"
"DB00172"	"2058"
"DB00171"	"2180"
"DB00313"	"7915"
"DB00306"	"2891"
"DB00463"	"2891"
"DB00273"	"2897"
"DB00306"	"2898"
"DB00463"	"2898"
"DB08838"	"2902"
"DB08954"	"2902"
"DB08954"	"2904"
"DB00173"	"353"
"DB07919"	"4128"
"DB00171"	"440"
"DB00174"	"440"
"DB00171"	"445"
"DB08018"	"4846"
"DB08019"	"4846"
"DB00173"	"32"
"DB00172"	"5033"
"DB00172"	"8974"
"DB00920"	"5142"
"DB00651"	"5142"
"DB00920"	"5144"
"DB07954"	"5144"
"DB00651"	"5144"
"DB08022"	"5292"
"DB00914"	"5562"
"DB00171"	"5562"
"DB08838"	"11188"
"DB08838"	"1134"
"DB00922"	"7134"
"DB00855"	"210"
"DB08828"	"6608"
"DB08024"	"1803"
"DB08044"	"1803"
"DB08051"	"1803"
"DB07905"	"5594"
"DB08059"	"5295"
"DB00926"	"6256"
"DB08063"	"6256"
"DB00926"	"6257"
"DB07929"	"6257"
"DB00926"	"6258"
"DB00761"	"6557"
"DB00774"	"6557"
"DB00385"	"7153"
"DB00467"	"7153"
"DB00487"	"7153"
"DB00383"	"1129"
